[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
9935  0x000c2c0f 0x100c380f 5   6    .text   ascii   HH (H
9936  0x000c2c25 0x100c3825 7   8    .text   ascii   DBuMHt\n
9937  0x000c2c31 0x100c3831 4   7    .text   utf8    HI苊H blocks=Basic Latin,CJK Unified Ideographs
9938  0x000c2c39 0x100c3839 4   5    .text   ascii   \aAuL
9939  0x000c2c3e 0x100c383e 4   5    .text   ascii   \bLLR
9940  0x000c2c54 0x100c3854 4   5    .text   ascii   $ \bH
9941  0x000c2ce1 0x100c38e1 5   6    .text   ascii   CHu(t
9942  0x000c2cfd 0x100c38fd 4   5    .text   ascii   Q&H 
9943  0x000c2d26 0x100c3926 5   6    .text   ascii   LHL\b\v
9944  0x000c2d8a 0x100c398a 5   6    .text   ascii   HH k3
9945  0x000c2deb 0x100c39eb 4   5    .text   ascii   y@\bE
9946  0x000c2e09 0x100c3a09 4   6    .text   utf8    \aIЃq blocks=Basic Latin,Cyrillic
9947  0x000c2eee 0x100c3aee 5   6    .text   ascii   LA\fVI
9948  0x000c2f21 0x100c3b21 4   5    .text   ascii   $A$P
9949  0x000c2f36 0x100c3b36 4   7    .text   utf8    \v;̍̋ blocks=Basic Latin,Combining Diacritical Marks
9950  0x000c2f82 0x100c3b82 5   6    .text   ascii   HUuA\n
9951  0x000c2f92 0x100c3b92 4   6    .text   utf8    onH̸ blocks=Basic Latin,Combining Diacritical Marks
9952  0x000c2fd8 0x100c3bd8 5   6    .text   ascii   *\rDWH
9953  0x000c2ff2 0x100c3bf2 5   6    .text   ascii   $$\b p
9954  0x000c304c 0x100c3c4c 4   5    .text   ascii   GW\H
9955  0x000c3088 0x100c3c88 5   6    .text   ascii   (J+l0
9956  0x000c30e8 0x100c3ce8 5   6    .text   ascii   Axw=S
9957  0x000c311c 0x100c3d1c 6   7    .text   ascii   3P\bI0T
9958  0x000c3136 0x100c3d36 4   5    .text   ascii   HH\e3
9959  0x000c313f 0x100c3d3f 5   8    .text   utf8    3АHUH blocks=Basic Latin,Cyrillic
9960  0x000c31fc 0x100c3dfc 4   5    .text   ascii   <HHH
9961  0x000c323c 0x100c3e3c 5   6    .text   ascii   H@8HT
9962  0x000c335c 0x100c3f5c 6   7    .text   ascii   M\atLtH
9963  0x000c34a1 0x100c40a1 5   6    .text   ascii   T;BAH
9964  0x000c354a 0x100c414a 5   6    .text   ascii   \b\v\bL0
9965  0x000c35f1 0x100c41f1 4   5    .text   ascii   AHuH
9966  0x000c3624 0x100c4224 4   5    .text   ascii   =  t
9967  0x000c363b 0x100c423b 4   5    .text   ascii   f(Hr
9968  0x000c36e1 0x100c42e1 4   5    .text   ascii   PHHH
9969  0x000c36ff 0x100c42ff 5   6    .text   ascii   5G0Hf
9970  0x000c3711 0x100c4311 5   8    .text   utf8    CH]H勅 blocks=Basic Latin,CJK Unified Ideographs
9971  0x000c377b 0x100c437b 4   5    .text   ascii   A(HI
9972  0x000c37f8 0x100c43f8 4   5    .text   ascii   H~PH
9973  0x000c380e 0x100c440e 4   6    .text   utf8    \Nt*
9974  0x000c3818 0x100c4418 4   7    .text   utf8    밃fDt blocks=Hangul Syllables,Basic Latin
9975  0x000c383c 0x100c443c 5   7    .text   utf8    f$̄j\b blocks=Basic Latin,Combining Diacritical Marks
9976  0x000c3889 0x100c4489 5   8    .text   utf8    %HHH苋 blocks=Basic Latin,CJK Unified Ideographs
9977  0x000c38a5 0x100c44a5 5   7    .text   utf8    ËHDHH blocks=Latin-1 Supplement,Basic Latin
9978  0x000c38d7 0x100c44d7 7   8    .text   ascii   HIH$\[$
9979  0x000c38f1 0x100c44f1 6   9    .text   utf8    0ˠHȋL7 blocks=Basic Latin,Spacing Modifier Letters,Latin Extended-B
9980  0x000c3972 0x100c4572 5   6    .text   ascii   LdkHl
9981  0x000c39a6 0x100c45a6 4   5    .text   ascii   ]ALV
9982  0x000c3a76 0x100c4676 4   5    .text   ascii   \bEHS
9983  0x000c3a9e 0x100c469e 8   9    .text   ascii   \bH\vH\f?]\
9984  0x000c3aba 0x100c46ba 4   5    .text   ascii   8"D 
9985  0x000c3ae3 0x100c46e3 5   6    .text   ascii   \b\LUI
9986  0x000c3b08 0x100c4708 4   5    .text   ascii   ]LfE
9987  0x000c3b32 0x100c4732 4   5    .text   ascii   IH&\b
9988  0x000c3b6e 0x100c476e 4   5    .text   ascii   ^ H$
9989  0x000c3b8a 0x100c478a 5   6    .text   ascii   f[H$M
9990  0x000c3bbe 0x100c47be 4   5    .text   ascii   8DP\b
9991  0x000c3be3 0x100c47e3 4   5    .text   ascii   HHDP
9992  0x000c3c7e 0x100c487e 5   7    .text   utf8    ̄$UI; blocks=Combining Diacritical Marks,Basic Latin
9993  0x000c3cc0 0x100c48c0 5   6    .text   ascii   DH$8V
9994  0x000c3ce0 0x100c48e0 4   5    .text   ascii   H\aHL
9995  0x000c3ce5 0x100c48e5 4   5    .text   ascii   3V\v+
9996  0x000c3d91 0x100c4991 7   8    .text   ascii   \fGEK\fsH
9997  0x000c3e48 0x100c4a48 4   5    .text   ascii   uE;H
9998  0x000c3eba 0x100c4aba 4   5    .text   ascii   =3OH
9999  0x000c3f05 0x100c4b05 6   9    .text   utf8    \buL狉\v  blocks=Basic Latin,CJK Unified Ideographs
10000 0x000c3f48 0x100c4b48 4   6    .text   utf8    >ۋLM blocks=Basic Latin,Arabic
10001 0x000c3f4e 0x100c4b4e 4   5    .text   ascii   D]LH
10002 0x000c3f74 0x100c4b74 4   5    .text   ascii   #WD]
10003 0x000c3f88 0x100c4b88 4   5    .text   ascii   ENf{
10004 0x000c3f8e 0x100c4b8e 4   6    .text   utf8    \rˉjH blocks=Basic Latin,Spacing Modifier Letters
10005 0x000c4005 0x100c4c05 7   8    .text   ascii   HuS$5Hu
10006 0x000c4015 0x100c4c15 4   5    .text   ascii   $DHB
10007 0x000c4164 0x100c4d64 5   6    .text   ascii   HH00+
10008 0x000c419b 0x100c4d9b 4   5    .text   ascii   HHHx
10009 0x000c421e 0x100c4e1e 5   7    .text   utf8    Hiȸ9L blocks=Basic Latin,Latin Extended-B
10010 0x000c427b 0x100c4e7b 5   6    .text   ascii   DHHH$
10011 0x000c4283 0x100c4e83 4   5    .text   ascii   XHI<
10012 0x000c434e 0x100c4f4e 6   7    .text   ascii   H$M~]p
10013 0x000c43f4 0x100c4ff4 4   6    .text   utf8    fID 
10014 0x000c4418 0x100c5018 5   6    .text   ascii   \HH(A
10015 0x000c4455 0x100c5055 5   6    .text   ascii   Ht(UH
10016 0x000c447c 0x100c507c 5   6    .text   ascii   EH$HH
10017 0x000c44bb 0x100c50bb 5   6    .text   ascii   f1L\bE
10018 0x000c450e 0x100c510e 4   5    .text   ascii   dEIH
10019 0x000c4547 0x100c5147 4   5    .text   ascii   c\b i
10020 0x000c4598 0x100c5198 5   6    .text   ascii   M\aFHL
10021 0x000c45b1 0x100c51b1 5   8    .text   utf8    HݶHׅH blocks=Basic Latin,Arabic Supplement,Hebrew
10022 0x000c45e0 0x100c51e0 4   8    .text   utf8    mM̥ blocks=Private Use Area,Basic Latin,Combining Diacritical Marks
10023 0x000c46fd 0x100c52fd 4   6    .text   utf8    ǉH1H blocks=Latin Extended-B,Basic Latin
10024 0x000c4711 0x100c5311 4   5    .text   ascii   3HHA
10025 0x000c4720 0x100c5320 4   6    .text   utf8    Ǆ@8H blocks=Latin Extended-B,Basic Latin
10026 0x000c47a0 0x100c53a0 4   5    .text   ascii   HPO 
10027 0x000c47e9 0x100c53e9 4   5    .text   ascii   IDz\b
10028 0x000c47f0 0x100c53f0 4   5    .text   ascii   +E|F
10029 0x000c4816 0x100c5416 4   5    .text   ascii   AH(H
10030 0x000c485b 0x100c545b 4   6    .text   utf8    Hȇ3m blocks=Basic Latin,Latin Extended-B
10031 0x000c48c0 0x100c54c0 6   7    .text   ascii   DLC3A 
10032 0x000c48fe 0x100c54fe 4   6    .text   utf8    ú[&v blocks=Latin-1 Supplement,Basic Latin
10033 0x000c4933 0x100c5533 5   7    .text   utf8    (ǋ^ H blocks=Basic Latin,Latin Extended-B
10034 0x000c4999 0x100c5599 4   8    .text   utf8    Í~荅O blocks=Latin-1 Supplement,Basic Latin,CJK Unified Ideographs
10035 0x000c49b5 0x100c55b5 5   8    .text   utf8    L苿28A blocks=Basic Latin,CJK Unified Ideographs
10036 0x000c49e0 0x100c55e0 4   5    .text   ascii   zHHH
10037 0x000c49ff 0x100c55ff 4   5    .text   ascii   aDED
10038 0x000c4a16 0x100c5616 5   6    .text   ascii   \bAH\au
10039 0x000c4a2e 0x100c562e 4   5    .text   ascii   L-E0
10040 0x000c4a68 0x100c5668 5   6    .text   ascii   @DHHS
10041 0x000c4a75 0x100c5675 4   6    .text   utf8    HމHI blocks=Basic Latin,Thaana
10042 0x000c4b35 0x100c5735 5   8    .text   utf8    HM鋛IH blocks=Basic Latin,CJK Unified Ideographs
10043 0x000c4b78 0x100c5778 4   6    .text   utf8    L\aеI blocks=Basic Latin,Cyrillic
10044 0x000c4ba1 0x100c57a1 5   6    .text   ascii   T\vTJ^
10045 0x000c4bb6 0x100c57b6 6   7    .text   ascii   IlM~HH
10046 0x000c4bf9 0x100c57f9 5   7    .text   utf8    jMˋ$L blocks=Basic Latin,Spacing Modifier Letters
10047 0x000c4c55 0x100c5855 5   7    .text   utf8     BAːH blocks=Basic Latin,Spacing Modifier Letters
10048 0x000c4c82 0x100c5882 4   6    .text   utf8    H@ȍ\ blocks=Basic Latin,Latin Extended-B
10049 0x000c4cb4 0x100c58b4 4   6    .text   utf8    ̍\btH blocks=Combining Diacritical Marks,Basic Latin
10050 0x000c4cec 0x100c58ec 6   7    .text   ascii   t^LFHH
10051 0x000c4d5e 0x100c595e 5   6    .text   ascii   LH-Ht
10052 0x000c4db9 0x100c59b9 4   5    .text   ascii   GMEH
10053 0x000c4e32 0x100c5a32 5   6    .text   ascii   3MHAL
10054 0x000c4e92 0x100c5a92 5   6    .text   ascii   tH\vHH
10055 0x000c4ec1 0x100c5ac1 4   6    .text   utf8    3MHE
10056 0x000c4ece 0x100c5ace 4   5    .text   ascii   $lHL
10057 0x000c5003 0x100c5c03 4   5    .text   ascii   HLIH
10058 0x000c503e 0x100c5c3e 4   6    .text   utf8    H3ϋ\ blocks=Basic Latin,Greek and Coptic
10059 0x000c5098 0x100c5c98 4   5    .text   ascii   uAIH
10060 0x000c50d4 0x100c5cd4 4   5    .text   ascii   lhA 
10061 0x000c50df 0x100c5cdf 7   10   .text   utf8    \bHuH̃MH blocks=Basic Latin,Combining Diacritical Marks
10062 0x000c5131 0x100c5d31 6   7    .text   ascii   tH\n|$A
10063 0x000c518f 0x100c5d8f 4   5    .text   ascii   LA.t
10064 0x000c51a2 0x100c5da2 5   6    .text   ascii   HHLu0
10065 0x000c524f 0x100c5e4f 5   6    .text   ascii   D\bHtU
10066 0x000c5298 0x100c5e98 6   8    .text   utf8    YHVHL̅ blocks=Basic Latin,Combining Diacritical Marks
10067 0x000c538d 0x100c5f8d 4   5    .text   ascii   @H\bL
10068 0x000c53a3 0x100c5fa3 4   5    .text   ascii   PIFU
10069 0x000c5421 0x100c6021 5   6    .text   ascii   $_IHu
10070 0x000c5531 0x100c6131 4   5    .text   ascii   LyAH
10071 0x000c5539 0x100c6139 5   6    .text   ascii   IH\v\a$
10072 0x000c5588 0x100c6188 4   6    .text   utf8    \H̗; blocks=Basic Latin,Combining Diacritical Marks
10073 0x000c55ab 0x100c61ab 4   5    .text   ascii   \vH($
10074 0x000c5631 0x100c6231 4   5    .text   ascii   3$\vH
10075 0x000c565f 0x100c625f 4   5    .text   ascii    HIH
10076 0x000c56c7 0x100c62c7 5   7    .text   utf8    $UHLҺ blocks=Basic Latin,Cyrillic
10077 0x000c5762 0x100c6362 6   7    .text   ascii   H0\(m$
10078 0x000c579e 0x100c639e 7   8    .text   ascii   VL_It+H
10079 0x000c57ce 0x100c63ce 5   7    .text   utf8    Iuȃ\aE blocks=Basic Latin,Latin Extended-B
10080 0x000c57d9 0x100c63d9 4   5    .text   ascii   x\n H
10081 0x000c5895 0x100c6495 5   6    .text   ascii   UHu\bH
10082 0x000c59eb 0x100c65eb 4   5    .text   ascii   tLM+
10083 0x000c59f3 0x100c65f3 5   7    .text   utf8    ̀H<$L blocks=Combining Diacritical Marks,Basic Latin
10084 0x000c5a0e 0x100c660e 5   7    .text   utf8    HHLLۋ blocks=Basic Latin,Arabic
10085 0x000c5b04 0x100c6704 4   6    .text   utf8    uaM$
10086 0x000c5b0b 0x100c670b 5   6    .text   ascii   l$EHH
10087 0x000c5b52 0x100c6752 4   5    .text   ascii   UI\b 
10088 0x000c5c6c 0x100c686c 4   5    .text   ascii   HHHI
10089 0x000c5d01 0x100c6901 4   5    .text   ascii   HHlH
10090 0x000c5d0f 0x100c690f 4   5    .text   ascii   $.th
10091 0x000c5d22 0x100c6922 8   9    .text   ascii   8BHH; \aH
10092 0x000c5d51 0x100c6951 4   5    .text   ascii   (EH8
10093 0x000c5d68 0x100c6968 4   5    .text   ascii   UIPK
10094 0x000c5d6d 0x100c696d 5   6    .text   ascii   \btAH(
10095 0x000c5e28 0x100c6a28 5   6    .text   ascii   @HH$P
10096 0x000c5e4b 0x100c6a4b 4   5    .text   ascii   d(=u
10097 0x000c5e72 0x100c6a72 5   7    .text   utf8    $\bH̋H blocks=Basic Latin,Combining Diacritical Marks
10098 0x000c5e7b 0x100c6a7b 5   7    .text   utf8    PMى=H blocks=Basic Latin,Arabic
10099 0x000c5ed8 0x100c6ad8 6   8    .text   utf8    t4\b̅dL blocks=Basic Latin,Combining Diacritical Marks
10100 0x000c5f50 0x100c6b50 5   7    .text   utf8    HHHEǔ blocks=Basic Latin,Latin Extended-B
10101 0x000c5f7a 0x100c6b7a 4   5    .text   ascii   HIH\t
10102 0x000c5f87 0x100c6b87 6   8    .text   utf8    MXcG%L
10103 0x000c5fc3 0x100c6bc3 4   7    .text   utf8    H胉zH blocks=Basic Latin,CJK Unified Ideographs
10104 0x000c6009 0x100c6c09 4   5    .text   ascii   t"x$
10105 0x000c6052 0x100c6c52 4   5    .text   ascii   HHTW
10106 0x000c606c 0x100c6c6c 4   6    .text   utf8    ɋv\eF blocks=Latin Extended-B,Basic Latin
10107 0x000c60a5 0x100c6ca5 4   5    .text   ascii   cHtT
10108 0x000c60df 0x100c6cdf 4   5    .text   ascii   HHH\b
10109 0x000c60ef 0x100c6cef 5   7    .text   utf8    9@M̋p blocks=Basic Latin,Combining Diacritical Marks
10110 0x000c6119 0x100c6d19 4   6    .text   utf8    Ȅ\vu| blocks=Latin Extended-B,Basic Latin
10111 0x000c6191 0x100c6d91 4   5    .text   ascii   @wHL
10112 0x000c61d5 0x100c6dd5 4   5    .text   ascii   L$HD
10113 0x000c620c 0x100c6e0c 5   6    .text   ascii   7H$xL
10114 0x000c627e 0x100c6e7e 4   5    .text   ascii   HHD2
10115 0x000c6296 0x100c6e96 4   5    .text   ascii   ]`A0
10116 0x000c6300 0x100c6f00 7   10   .text   utf8    +AH̋B̋H blocks=Basic Latin,Combining Diacritical Marks
10117 0x000c630f 0x100c6f0f 4   5    .text   ascii   $\bHM
10118 0x000c6403 0x100c7003 6   8    .text   utf8    vċHfMH blocks=Basic Latin,Latin Extended-A
10119 0x000c6433 0x100c7033 4   5    .text   ascii   =AL8
10120 0x000c6495 0x100c7095 5   6    .text   ascii   I\b($H
10121 0x000c6521 0x100c7121 6   8    .text   utf8    ǉHH3kM blocks=Latin Extended-B,Basic Latin
10122 0x000c6535 0x100c7135 4   5    .text   ascii   !HM 
10123 0x000c6550 0x100c7150 4   5    .text   ascii   AE\nH
10124 0x000c6563 0x100c7163 4   6    .text   utf8    tH+̸ blocks=Basic Latin,Combining Diacritical Marks
10125 0x000c65a1 0x100c71a1 5   6    .text   ascii   ?LH]\
10126 0x000c65c1 0x100c71c1 4   6    .text   utf8    ̋3HH blocks=Combining Diacritical Marks,Basic Latin
10127 0x000c668e 0x100c728e 4   7    .text   utf8    3uH苋 blocks=Basic Latin,CJK Unified Ideographs
10128 0x000c676e 0x100c736e 4   5    .text   ascii   IH(F
10129 0x000c67b1 0x100c73b1 6   8    .text   utf8    $0AHH̉ blocks=Basic Latin,Combining Diacritical Marks
10130 0x000c67f4 0x100c73f4 8   11   .text   utf8    H,H襑T^BA blocks=Basic Latin,CJK Unified Ideographs
10131 0x000c6877 0x100c7477 4   7    .text   utf8    [tD苉 blocks=Basic Latin,CJK Unified Ideographs
10132 0x000c6883 0x100c7483 4   5    .text   ascii   I $S
10133 0x000c6890 0x100c7490 4   5    .text   ascii   H3_j
10134 0x000c68a9 0x100c74a9 4   5    .text   ascii   8f$P
10135 0x000c6919 0x100c7519 4   5    .text   ascii   $tHH
10136 0x000c6958 0x100c7558 4   5    .text   ascii   fL$(
10137 0x000c698a 0x100c758a 4   5    .text   ascii   ^E3D
10138 0x000c69d6 0x100c75d6 4   6    .text   utf8    HI̋L blocks=Basic Latin,Combining Diacritical Marks
10139 0x000c6a06 0x100c7606 4   5    .text   ascii   L$H\b
10140 0x000c6a12 0x100c7612 4   5    .text   ascii   $VB(
10141 0x000c6a42 0x100c7642 4   5    .text   ascii   ~B\vt
10142 0x000c6a87 0x100c7687 5   6    .text   ascii   (DHW_
10143 0x000c6b22 0x100c7722 6   7    .text   ascii   X\tr_I$
10144 0x000c6b91 0x100c7791 4   5    .text   ascii   rH.9
10145 0x000c6bab 0x100c77ab 4   6    .text   utf8    \fHtH
10146 0x000c6bba 0x100c77ba 4   5    .text   ascii   ;HP$
10147 0x000c6bf8 0x100c77f8 4   5    .text   ascii   H(\r3
10148 0x000c6c14 0x100c7814 6   8    .text   utf8    ċH'x8H blocks=Latin Extended-A,Basic Latin
10149 0x000c6cac 0x100c78ac 4   5    .text   ascii   0 H 
10150 0x000c6cc1 0x100c78c1 4   5    .text   ascii   +.u$
10151 0x000c6d03 0x100c7903 4   5    .text   ascii   HD(C
10152 0x000c6d4c 0x100c794c 4   5    .text   ascii   T[LI
10153 0x000c6db0 0x100c79b0 5   6    .text   ascii   HA$vH
10154 0x000c6dc1 0x100c79c1 4   5    .text   ascii   @H\r+
10155 0x000c6df1 0x100c79f1 6   7    .text   ascii   yHPHH(
10156 0x000c6e1d 0x100c7a1d 5   7    .text   utf8    H\e̋MH blocks=Basic Latin,Combining Diacritical Marks
10157 0x000c6e6f 0x100c7a6f 4   5    .text   ascii   fHD(
10158 0x000c6eff 0x100c7aff 4   5    .text   ascii   ~ HH
10159 0x000c6f15 0x100c7b15 4   5    .text   ascii   Wc[H
10160 0x000c6f88 0x100c7b88 4   5    .text   ascii   HuHL
10161 0x000c6fb1 0x100c7bb1 4   6    .text   utf8    Ƌ<$H blocks=Latin Extended-B,Basic Latin
10162 0x000c6fd4 0x100c7bd4 4   6    .text   utf8    ̏HH\ blocks=Combining Diacritical Marks,Basic Latin
10163 0x000c7064 0x100c7c64 4   5    .text   ascii   HUHI
10164 0x000c7077 0x100c7c77 5   6    .text   ascii   ]DH\au
10165 0x000c70b5 0x100c7cb5 5   6    .text   ascii   \vs2I9
10166 0x000c70c8 0x100c7cc8 4   5    .text   ascii   LRPC
10167 0x000c7117 0x100c7d17 4   5    .text   ascii   \aPDH
10168 0x000c7156 0x100c7d56 6   7    .text   ascii   8Ip@$T
10169 0x000c719d 0x100c7d9d 5   6    .text   ascii   39\eHA
10170 0x000c71d5 0x100c7dd5 4   5    .text   ascii   HH$H
10171 0x000c7203 0x100c7e03 4   5    .text   ascii   HIHH
10172 0x000c72b5 0x100c7eb5 5   6    .text   ascii   QBAhV
10173 0x000c730a 0x100c7f0a 8   9    .text   ascii   EaHNP98H
10174 0x000c73b6 0x100c7fb6 5   6    .text   ascii   h$HHV
10175 0x000c73f5 0x100c7ff5 4   6    .text   utf8    LHˀr blocks=Basic Latin,Spacing Modifier Letters
10176 0x000c7463 0x100c8063 4   5    .text   ascii   E\aHH
10177 0x000c748f 0x100c808f 4   6    .text   utf8    C`L̍ blocks=Basic Latin,Combining Diacritical Marks
10178 0x000c74bd 0x100c80bd 4   5    .text   ascii   (Em%
10179 0x000c7574 0x100c8174 5   7    .text   utf8    A$Ћ9  blocks=Basic Latin,Cyrillic
10180 0x000c757b 0x100c817b 4   6    .text   utf8    K$~H
10181 0x000c75a5 0x100c81a5 4   6    .text   utf8    HDHU
10182 0x000c75b0 0x100c81b0 5   6    .text   ascii   HM eu
10183 0x000c75dc 0x100c81dc 4   5    .text   ascii   @H+H
10184 0x000c761a 0x100c821a 6   7    .text   ascii   %8lO@~
10185 0x000c76d2 0x100c82d2 4   6    .text   utf8    xEHπ blocks=Basic Latin,Greek and Coptic
10186 0x000c771f 0x100c831f 5   6    .text   ascii   R{H;P
10187 0x000c77d2 0x100c83d2 4   5    .text   ascii   uLHh
10188 0x000c784d 0x100c844d 4   5    .text   ascii   \b\vHD
10189 0x000c788d 0x100c848d 4   5    .text   ascii   >\b H
10190 0x000c797b 0x100c857b 5   6    .text   ascii    H$ A
10191 0x000c7993 0x100c8593 5   6    .text   ascii   \bHMHI
10192 0x000c79f9 0x100c85f9 4   5    .text   ascii   UtfH
10193 0x000c7b06 0x100c8706 4   5    .text   ascii   U$AI
10194 0x000c7b4d 0x100c874d 4   5    .text   ascii   $ \tu
10195 0x000c7b56 0x100c8756 4   5    .text   ascii   _u_u
10196 0x000c7b80 0x100c8780 5   7    .text   utf8    EPA+t
10197 0x000c7bcf 0x100c87cf 4   5    .text   ascii   D\H 
10198 0x000c7bd4 0x100c87d4 6   7    .text   ascii   D\a@PIC
10199 0x000c7c18 0x100c8818 4   5    .text   ascii   3(LS
10200 0x000c7c37 0x100c8837 4   6    .text   utf8    ԋ <H blocks=Cyrillic Supplement,Basic Latin
10201 0x000c7c5b 0x100c885b 4   5    .text   ascii   $\b7(
10202 0x000c7c8a 0x100c888a 4   5    .text   ascii   \b0(E
10203 0x000c7cb3 0x100c88b3 4   5    .text   ascii   HM$V
10204 0x000c7ce6 0x100c88e6 4   5    .text   ascii   AHHH
10205 0x000c7dde 0x100c89de 6   7    .text   ascii   A;?D$@
10206 0x000c7e1b 0x100c8a1b 5   7    .text   utf8    HҍkHx blocks=Basic Latin,Cyrillic
10207 0x000c7ebb 0x100c8abb 5   6    .text   ascii    HH,T
10208 0x000c7ed7 0x100c8ad7 4   5    .text   ascii   LHDL
10209 0x000c7f2e 0x100c8b2e 4   6    .text   utf8    ̉NH  blocks=Combining Diacritical Marks,Basic Latin
10210 0x000c8071 0x100c8c71 4   6    .text   utf8    0ȶPJ blocks=Basic Latin,Latin Extended-B
10211 0x000c8080 0x100c8c80 4   5    .text   ascii   HIeT
10212 0x000c80e8 0x100c8ce8 9   11   .text   utf8    @ƋBD\rHtGE blocks=Basic Latin,Latin Extended-B
10213 0x000c8142 0x100c8d42 4   7    .text   utf8    MYC̋ blocks=Basic Latin,Combining Diacritical Marks
10214 0x000c815f 0x100c8d5f 5   6    .text   ascii   xB\Hl
10215 0x000c8195 0x100c8d95 4   5    .text   ascii   HLUH
10216 0x000c819e 0x100c8d9e 5   6    .text   ascii   uLIDV
10217 0x000c821b 0x100c8e1b 4   5    .text   ascii   0\bLL
10218 0x000c82ba 0x100c8eba 4   5    .text   ascii   tHw\
10219 0x000c82c7 0x100c8ec7 4   6    .text   utf8    G ЋA blocks=Basic Latin,Cyrillic
10220 0x000c832d 0x100c8f2d 4   5    .text   ascii   aHeH
10221 0x000c836d 0x100c8f6d 5   6    .text   ascii   $H AD
10222 0x000c838a 0x100c8f8a 4   6    .text   utf8    $Ë@H blocks=Basic Latin,Latin-1 Supplement
10223 0x000c8392 0x100c8f92 4   5    .text   ascii   LfMH
10224 0x000c83d9 0x100c8fd9 4   5    .text   ascii   IF28
10225 0x000c83ff 0x100c8fff 4   5    .text   ascii   IHHU
10226 0x000c8419 0x100c9019 4   5    .text   ascii   HHHj
10227 0x000c844b 0x100c904b 4   5    .text   ascii   hfHA
10228 0x000c84ab 0x100c90ab 5   6    .text   ascii   ,H$rM
10229 0x000c84e8 0x100c90e8 5   7    .text   utf8    pMAяP blocks=Basic Latin,Cyrillic
10230 0x000c8543 0x100c9143 5   6    .text   ascii   \nHH@$
10231 0x000c85b4 0x100c91b4 6   7    .text   ascii   \afHShH
10232 0x000c86e5 0x100c92e5 4   5    .text   ascii   u;tt
10233 0x000c8758 0x100c9358 4   5    .text   ascii   EAH 
10234 0x000c87bc 0x100c93bc 4   5    .text   ascii   [ LH
10235 0x000c87e7 0x100c93e7 4   5    .text   ascii   AT\bI
10236 0x000c8800 0x100c9400 4   6    .text   utf8    HS̍h blocks=Basic Latin,Combining Diacritical Marks
10237 0x000c8851 0x100c9451 4   5    .text   ascii   DISJ
10238 0x000c8892 0x100c9492 5   6    .text   ascii   H(Df$
10239 0x000c88c4 0x100c94c4 5   7    .text   utf8    J|KǋD blocks=Basic Latin,Latin Extended-B
10240 0x000c88ee 0x100c94ee 4   6    .text   utf8    HHAɋ blocks=Basic Latin,Latin Extended-B
10241 0x000c8932 0x100c9532 4   5    .text   ascii   _wL(
10242 0x000c8a38 0x100c9638 4   5    .text   ascii   P$\v0
10243 0x000c8ad9 0x100c96d9 5   6    .text   ascii   AUu^9
10244 0x000c8ae2 0x100c96e2 4   5    .text   ascii   I$K\e
10245 0x000c8b39 0x100c9739 5   6    .text   ascii   PE$$`
