[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000091 0x00000091 4   5            ascii   L_ns
2     0x00000099 0x00000099 4   5            ascii   )Unf
3     0x000000b9 0x000000b9 4   5            ascii   )Wn]
4     0x000000bf 0x000000bf 6   7            ascii   nV*Kns
5     0x000000c7 0x000000c7 6   7            ascii   nV*Qnp
6     0x000000d7 0x000000d7 6   7            ascii   nV*Tnp
7     0x000000df 0x000000df 6   7            ascii   nRichq
8     0x000001e8 0x000001e8 5   6            ascii   .text
9     0x0000020f 0x0000020f 7   8            ascii   `.rdata
10    0x00000237 0x00000237 6   7            ascii   @.data
11    0x00000260 0x00000260 5   6            ascii   .vmp0
12    0x00000288 0x00000288 5   6            ascii   .vmp1
13    0x000002b0 0x000002b0 6   7            ascii   .reloc
14    0x000002d7 0x000002d7 6   7            ascii   @.rsrc
17121 0x000aa202 0x00584e02 4   6    .vmp1   utf8    M\a]ʒ blocks=Basic Latin,IPA Extensions
17122 0x000aa20a 0x00584e0a 6   7    .vmp1   ascii   oI\a+[;
17123 0x000aa215 0x00584e15 6   7    .vmp1   ascii   g4,tg9
17124 0x000aa231 0x00584e31 8   10   .vmp1   utf8    j\aֺ}U!\tv blocks=Basic Latin,Hebrew
17125 0x000aa288 0x00584e88 5   6    .vmp1   ascii   \a.KX[
17126 0x000aa290 0x00584e90 4   6    .vmp1   utf8    lw}ܐ blocks=Basic Latin,Syriac
17127 0x000aa2a9 0x00584ea9 6   8    .vmp1   utf8    Tܧ{fr\a blocks=Basic Latin,Syriac
17128 0x000aa2b4 0x00584eb4 5   7    .vmp1   utf8    @1Ѻ3g blocks=Basic Latin,Cyrillic
17129 0x000aa313 0x00584f13 4   6    .vmp1   utf8    q·\aa blocks=Basic Latin,Greek and Coptic
17130 0x000aa335 0x00584f35 6   7    .vmp1   ascii   L(UD\v\e
17131 0x000aa388 0x00584f88 4   5    .vmp1   ascii   Jr\a4
17132 0x000aa3b4 0x00584fb4 4   7    .vmp1   utf8    c4ߙ/ blocks=Basic Latin,NKo
17133 0x000aa3c4 0x00584fc4 4   6    .vmp1   utf8    ܠ"3_ blocks=Syriac,Basic Latin
17134 0x000aa3d5 0x00584fd5 5   6    .vmp1   ascii   C5s%\r
17135 0x000aa424 0x00585024 4   5    .vmp1   ascii   \n"\fS
17136 0x000aa42a 0x0058502a 4   5    .vmp1   ascii   W\bI\v
17137 0x000aa457 0x00585057 4   6    .vmp1   utf8    bհkz blocks=Basic Latin,Armenian
17138 0x000aa46e 0x0058506e 4   5    .vmp1   ascii   #l/?
17139 0x000aa486 0x00585086 5   7    .vmp1   utf8    x27>Y
17140 0x000aa49f 0x0058509f 4   5    .vmp1   ascii   \a~&S
17141 0x000aa4ef 0x005850ef 5   7    .vmp1   utf8    њ]g^\a blocks=Cyrillic,Basic Latin
17142 0x000aa503 0x00585103 4   5    .vmp1   ascii   9!3;
17143 0x000aa513 0x00585113 5   6    .vmp1   ascii   \b2i0\a
17144 0x000aa53c 0x0058513c 4   5    .vmp1   ascii   g?.h
17145 0x000aa548 0x00585148 4   5    .vmp1   ascii   e?9.
17146 0x000aa556 0x00585156 4   5    .vmp1   ascii   \aQ12
17147 0x000aa587 0x00585187 4   6    .vmp1   utf8    O\eim
17148 0x000aa5ac 0x005851ac 6   7    .vmp1   ascii   o\b^(gP
17149 0x000aa5b5 0x005851b5 8   10   .vmp1   utf8    $~\nozע+[ blocks=Basic Latin,Hebrew
17150 0x000aa5f7 0x005851f7 6   7    .vmp1   ascii   $\Aj\a#
17151 0x000aa619 0x00585219 7   8    .vmp1   ascii   3pdm*1\a
17152 0x000aa672 0x00585272 5   6    .vmp1   ascii   5[%A8
17153 0x000aa691 0x00585291 6   8    .vmp1   utf8    h`{\aaÃ blocks=Basic Latin,Latin-1 Supplement
17154 0x000aa6a4 0x005852a4 4   5    .vmp1   ascii   ;3%8
17155 0x000aa6ea 0x005852ea 7   8    .vmp1   ascii   ,|\bz\ehm
17156 0x000aa71c 0x0058531c 5   6    .vmp1   ascii   \a4-Oq
17157 0x000aa76b 0x0058536b 4   5    .vmp1   ascii   Oy\a#
17158 0x000aa773 0x00585373 4   5    .vmp1   ascii   \a(\f=
17159 0x000aa785 0x00585385 4   5    .vmp1   ascii   ~\t\v-
17160 0x000aa7ab 0x005853ab 10  12   .vmp1   utf8    ^w\at'sɜ}G9 blocks=Basic Latin,IPA Extensions
17161 0x000aa7c3 0x005853c3 4   5    .vmp1   ascii   st\r#
17162 0x000aa7dd 0x005853dd 12  16   .vmp1   utf8    \e\aꃣ;e:.T\a%\t͖ blocks=Basic Latin,Yi Syllables,Combining Diacritical Marks
17163 0x000aa83e 0x0058543e 5   6    .vmp1   ascii   \v6:Vn
17164 0x000aa84e 0x0058544e 4   5    .vmp1   ascii   Y\ai_
17165 0x000aa857 0x00585457 4   5    .vmp1   ascii   )\aXZ
17166 0x000aa872 0x00585472 5   6    .vmp1   ascii   oF~\a:
17167 0x000aa89c 0x0058549c 4   5    .vmp1   ascii   K8H\v
17168 0x000aa8bd 0x005854bd 4   6    .vmp1   utf8    Pߟ\aa blocks=Basic Latin,NKo
17169 0x000aa8c8 0x005854c8 4   5    .vmp1   ascii   !og#
17170 0x000aa8d9 0x005854d9 6   7    .vmp1   ascii   \v\axEI\
17171 0x000aa8fc 0x005854fc 4   5    .vmp1   ascii   \bk\aa
17172 0x000aa910 0x00585510 4   5    .vmp1   ascii   \a~o0
17173 0x000aa920 0x00585520 6   7    .vmp1   ascii   m/}H\aF
17174 0x000aa937 0x00585537 5   7    .vmp1   utf8    o̓\tc$ blocks=Basic Latin,Combining Diacritical Marks
17175 0x000aa948 0x00585548 4   6    .vmp1   utf8    LЄ[# blocks=Basic Latin,Cyrillic
17176 0x000aa970 0x00585570 4   7    .vmp1   utf8    \a*鏡F blocks=Basic Latin,CJK Unified Ideographs
17177 0x000aa985 0x00585585 4   5    .vmp1   ascii   |O&a
17178 0x000aa9ab 0x005855ab 4   5    .vmp1   ascii   Tdwg
17179 0x000aaa13 0x00585613 4   5    .vmp1   ascii   [@&\a
17180 0x000aaa21 0x00585621 4   5    .vmp1   ascii   |o%*
17181 0x000aaa4a 0x0058564a 4   6    .vmp1   utf8    /ۖ"\a blocks=Basic Latin,Arabic
17182 0x000aaa55 0x00585655 4   5    .vmp1   ascii   OJf\n
17183 0x000aaa82 0x00585682 5   7    .vmp1   utf8    \a+ƹ@9 blocks=Basic Latin,Latin Extended-B
17184 0x000aaaa8 0x005856a8 4   5    .vmp1   ascii   O"iF
17185 0x000aaaed 0x005856ed 5   6    .vmp1   ascii   H\a?W-
17186 0x000aab1b 0x0058571b 4   5    .vmp1   ascii   C \M
17187 0x000aab44 0x00585744 4   5    .vmp1   ascii   \n]=#
17188 0x000aab65 0x00585765 4   5    .vmp1   ascii   \aBU#
17189 0x000aab8c 0x0058578c 5   6    .vmp1   ascii   `\a\f45
17190 0x000aabaa 0x005857aa 4   5    .vmp1   ascii   FdRw
17191 0x000aabec 0x005857ec 8   11   .vmp1   utf8    `Վ&\v\a:̓< blocks=Basic Latin,Armenian,Combining Diacritical Marks
17192 0x000aabfc 0x005857fc 4   6    .vmp1   utf8    Ʀa'R blocks=Latin Extended-B,Basic Latin
17193 0x000aac02 0x00585802 6   7    .vmp1   ascii   P/1\vUH
17194 0x000aac4d 0x0058584d 4   5    .vmp1   ascii   DQAi
17195 0x000aac79 0x00585879 6   8    .vmp1   utf8    ח'+m Z blocks=Hebrew,Basic Latin
17196 0x000aac81 0x00585881 5   6    .vmp1   ascii   +\acx 
17197 0x000aacac 0x005858ac 6   7    .vmp1   ascii   Os/z6#
17198 0x000aacce 0x005858ce 6   8    .vmp1   utf8    Z3\a+}ܸ blocks=Basic Latin,Syriac
17199 0x000aad50 0x00585950 4   6    .vmp1   utf8    ߐ=\v? blocks=NKo,Basic Latin
17200 0x000aad79 0x00585979 6   7    .vmp1   ascii   ]fd\b"\t
17201 0x000aad80 0x00585980 5   7    .vmp1   utf8    Պa%SE blocks=Armenian,Basic Latin
17202 0x000aad8c 0x0058598c 6   9    .vmp1   utf8    ݜfЌ706 blocks=Arabic Supplement,Basic Latin,Cyrillic
17203 0x000aadc5 0x005859c5 5   7    .vmp1   utf8    7Vu>J
17204 0x000aade2 0x005859e2 4   5    .vmp1   ascii   1Q!#
17205 0x000aae34 0x00585a34 4   5    .vmp1   ascii   \a)^4
17206 0x000aae57 0x00585a57 5   6    .vmp1   ascii   r\a%mX
17207 0x000aaeb7 0x00585ab7 4   6    .vmp1   utf8    âw\b{ blocks=Latin-1 Supplement,Basic Latin
17208 0x000aaed3 0x00585ad3 4   5    .vmp1   ascii   <I\a'
17209 0x000aaee5 0x00585ae5 8   9    .vmp1   ascii   p=(Mo\ae/
17210 0x000aaefa 0x00585afa 5   6    .vmp1   ascii   g\aC\b_
17211 0x000aaf3f 0x00585b3f 4   5    .vmp1   ascii   gxW#
17212 0x000aaf52 0x00585b52 4   6    .vmp1   utf8    xܩH\a blocks=Basic Latin,Syriac
17213 0x000aaf93 0x00585b93 5   7    .vmp1   utf8    n\a=ۿE blocks=Basic Latin,Arabic
17214 0x000aafc5 0x00585bc5 5   6    .vmp1   ascii   d|Zsn
17215 0x000aafe0 0x00585be0 4   5    .vmp1   ascii   \a\aq!
17216 0x000aafe5 0x00585be5 4   7    .vmp1   utf8    랸\axa blocks=Hangul Syllables,Basic Latin
17217 0x000ab01b 0x00585c1b 4   5    .vmp1   ascii   <WR"
17218 0x000ab070 0x00585c70 5   6    .vmp1   ascii   ]\aRSK
17219 0x000ab078 0x00585c78 5   6    .vmp1   ascii   QH+o1
17220 0x000ab095 0x00585c95 4   5    .vmp1   ascii   M\\ak
17221 0x000ab0a1 0x00585ca1 4   5    .vmp1   ascii   K\aP,
17222 0x000ab0b0 0x00585cb0 5   7    .vmp1   utf8    \t̝/\aX blocks=Basic Latin,Combining Diacritical Marks
17223 0x000ab0d5 0x00585cd5 4   5    .vmp1   ascii   /y~P
17224 0x000ab0ea 0x00585cea 4   5    .vmp1   ascii   yS\a\
17225 0x000ab0f6 0x00585cf6 8   10   .vmp1   utf8    B\av\nجM\e9 blocks=Basic Latin,Arabic
17226 0x000ab100 0x00585d00 4   5    .vmp1   ascii   \axi0
17227 0x000ab10d 0x00585d0d 4   5    .vmp1   ascii   y\v/M
17228 0x000ab122 0x00585d22 5   6    .vmp1   ascii   \a\bdtj
17229 0x000ab146 0x00585d46 4   6    .vmp1   utf8    \aěBN blocks=Basic Latin,Latin Extended-A
17230 0x000ab19c 0x00585d9c 4   5    .vmp1   ascii   ~+Bq
17231 0x000ab1cd 0x00585dcd 4   5    .vmp1   ascii   ^$z\a
17232 0x000ab1d2 0x00585dd2 4   5    .vmp1   ascii   0,J}
17233 0x000ab1ff 0x00585dff 7   8    .vmp1   ascii   e}Kc\aHB
17234 0x000ab246 0x00585e46 5   8    .vmp1   utf8    /֥m'ɸ blocks=Basic Latin,Hebrew,IPA Extensions
17235 0x000ab258 0x00585e58 4   5    .vmp1   ascii   )r\b|
17236 0x000ab25d 0x00585e5d 4   5    .vmp1   ascii   S!+9
17237 0x000ab27e 0x00585e7e 4   5    .vmp1   ascii   N\a-P
17238 0x000ab298 0x00585e98 4   5    .vmp1   ascii   \n?\vL
17239 0x000ab2d5 0x00585ed5 4   6    .vmp1   utf8    :ې&q blocks=Basic Latin,Arabic
17240 0x000ab2e9 0x00585ee9 4   5    .vmp1   ascii   XM\n~
17241 0x000ab2f5 0x00585ef5 5   6    .vmp1   ascii   \eL\r h
17242 0x000ab317 0x00585f17 4   5    .vmp1   ascii   s@^H
17243 0x000ab351 0x00585f51 4   5    .vmp1   ascii   aN;E
17244 0x000ab375 0x00585f75 4   5    .vmp1   ascii   fuX\t
17245 0x000ab3b9 0x00585fb9 4   5    .vmp1   ascii   IoXj
17246 0x000ab3e1 0x00585fe1 4   6    .vmp1   utf8    K}ˏ\a blocks=Basic Latin,Spacing Modifier Letters
17247 0x000ab419 0x00586019 5   6    .vmp1   ascii   ,gSg=
17248 0x000ab426 0x00586026 5   6    .vmp1   ascii   u`Y\w
17249 0x000ab45e 0x0058605e 4   5    .vmp1   ascii   mr0A
17250 0x000ab4cb 0x005860cb 6   7    .vmp1   ascii   %*'7`K
17251 0x000ab4e2 0x005860e2 4   6    .vmp1   utf8    \bȕUF blocks=Basic Latin,Latin Extended-B
17252 0x000ab535 0x00586135 6   7    .vmp1   ascii   8Jk'\t?
17253 0x000ab552 0x00586152 7   8    .vmp1   ascii   8m;^YEe
17254 0x000ab623 0x00586223 4   5    .vmp1   ascii   V\aS<
17255 0x000ab664 0x00586264 8   10   .vmp1   utf8    m.t)5\aƽL blocks=Basic Latin,Latin Extended-B
17256 0x000ab686 0x00586286 4   5    .vmp1   ascii   UKhk
17257 0x000ab6ac 0x005862ac 6   8    .vmp1   utf8    ϼf>\auS blocks=Greek and Coptic,Basic Latin
17258 0x000ab6b9 0x005862b9 4   5    .vmp1   ascii   \ak@!
17259 0x000ab6c0 0x005862c0 4   5    .vmp1   ascii   fo\al
17260 0x000ab6c6 0x005862c6 4   5    .vmp1   ascii   gbvK
17261 0x000ab6cc 0x005862cc 5   6    .vmp1   ascii   qX!\aB
17262 0x000ab73a 0x0058633a 4   5    .vmp1   ascii   3tPY
17263 0x000ab7a9 0x005863a9 4   5    .vmp1   ascii   9'/W
17264 0x000ab7bd 0x005863bd 4   5    .vmp1   ascii   t\e;G
17265 0x000ab7c8 0x005863c8 4   5    .vmp1   ascii   #`t\v
17266 0x000ab7f7 0x005863f7 4   5    .vmp1   ascii   EY5\a
17267 0x000ab803 0x00586403 5   7    .vmp1   utf8    hx"zʷ blocks=Basic Latin,Spacing Modifier Letters
17268 0x000ab81e 0x0058641e 7   8    .vmp1   ascii   x\b[Q71#
17269 0x000ab871 0x00586471 4   5    .vmp1   ascii   T\ahf
17270 0x000ab88a 0x0058648a 5   6    .vmp1   ascii   E4\ra7
17271 0x000ab894 0x00586494 4   8    .vmp1   utf8    \aޙT㠮 blocks=Basic Latin,Thaana,CJK Unified Ideographs Extension A
17272 0x000ab8a3 0x005864a3 6   7    .vmp1   ascii   af:&b\a
17273 0x000ab8b8 0x005864b8 4   6    .vmp1   utf8    -̒?\v blocks=Basic Latin,Combining Diacritical Marks
17274 0x000ab8fe 0x005864fe 6   7    .vmp1   ascii   3<:~w@
17275 0x000ab905 0x00586505 5   6    .vmp1   ascii   /!$1\a
17276 0x000ab91b 0x0058651b 6   7    .vmp1   ascii   \abXA=E
17277 0x000ab92f 0x0058652f 4   5    .vmp1   ascii   \aI\}
17278 0x000ab955 0x00586555 5   6    .vmp1   ascii   i\a7$3
17279 0x000ab960 0x00586560 6   7    .vmp1   ascii   ') Y?*
17280 0x000ab99c 0x0058659c 4   5    .vmp1   ascii   oIa=
17281 0x000ab9ad 0x005865ad 4   5    .vmp1   ascii   \aLRU
17282 0x000ab9b9 0x005865b9 8   10   .vmp1   utf8    1X,}{N\vҎ blocks=Basic Latin,Cyrillic
17283 0x000aba0a 0x0058660a 4   5    .vmp1   ascii   DO*]
17284 0x000aba3e 0x0058663e 4   5    .vmp1   ascii   Z<;m
17285 0x000aba57 0x00586657 5   7    .vmp1   utf8    \eҲI|\a blocks=Basic Latin,Cyrillic
17286 0x000aba80 0x00586680 8   10   .vmp1   utf8    o̜\b5sggt blocks=Basic Latin,Combining Diacritical Marks
17287 0x000aba8e 0x0058668e 4   6    .vmp1   utf8    ʡm\bR blocks=IPA Extensions,Basic Latin
17288 0x000abac0 0x005866c0 4   5    .vmp1   ascii   3\Ns
17289 0x000abad0 0x005866d0 6   8    .vmp1   utf8    +ʖkqN# blocks=Basic Latin,IPA Extensions
17290 0x000abae2 0x005866e2 4   6    .vmp1   utf8    \a\eՖQ blocks=Basic Latin,Armenian
17291 0x000abb12 0x00586712 7   8    .vmp1   ascii   wb3\aEQ(
17292 0x000abb4c 0x0058674c 4   5    .vmp1   ascii    w\to
17293 0x000abb99 0x00586799 4   5    .vmp1   ascii   ]Y+2
17294 0x000abc01 0x00586801 6   8    .vmp1   utf8    f\a!v3͚ blocks=Basic Latin,Combining Diacritical Marks
17295 0x000abc28 0x00586828 5   8    .vmp1   utf8    \aJ͗Ծ) blocks=Basic Latin,Combining Diacritical Marks,Armenian
17296 0x000abc44 0x00586844 4   5    .vmp1   ascii   27wq
17297 0x000abc4b 0x0058684b 5   6    .vmp1   ascii   \r@9`D
17298 0x000abc62 0x00586862 4   5    .vmp1   ascii   SO&j
17299 0x000abc91 0x00586891 5   6    .vmp1   ascii   \a.{I1
17300 0x000abca1 0x005868a1 6   7    .vmp1   ascii   $\r~:h8
17301 0x000abcc6 0x005868c6 6   7    .vmp1   ascii   MZK,I\t
17302 0x000abd26 0x00586926 4   5    .vmp1   ascii   =>\aK
17303 0x000abd4d 0x0058694d 7   8    .vmp1   ascii   Op\ri:!6
17304 0x000abd64 0x00586964 5   6    .vmp1   ascii   Qa7"B
17305 0x000abd84 0x00586984 4   5    .vmp1   ascii   H#i!
17306 0x000abdd4 0x005869d4 5   7    .vmp1   utf8    S1ӯ82 blocks=Basic Latin,Cyrillic
17307 0x000abde7 0x005869e7 4   5    .vmp1   ascii   uw\v&
17308 0x000abdf5 0x005869f5 4   6    .vmp1   utf8    ݨ#q7 blocks=Arabic Supplement,Basic Latin
17309 0x000abe06 0x00586a06 4   5    .vmp1   ascii   P(\fx
17310 0x000abe13 0x00586a13 5   6    .vmp1   ascii   \rhc\aB
17311 0x000abe25 0x00586a25 7   8    .vmp1   ascii   %8l\a:>&
17312 0x000abe35 0x00586a35 5   8    .vmp1   utf8    ^Âmeۣ blocks=Basic Latin,Latin-1 Supplement,Arabic
17313 0x000abe4f 0x00586a4f 4   6    .vmp1   utf8    \fŖ5\a blocks=Basic Latin,Latin Extended-A
17314 0x000abe56 0x00586a56 7   8    .vmp1   ascii   LovQFU\a
17315 0x000abe62 0x00586a62 5   9    .vmp1   utf8    皙\a,³1 blocks=CJK Unified Ideographs,Basic Latin,Latin-1 Supplement
17316 0x000abeb9 0x00586ab9 5   7    .vmp1   utf8    \a?OLć blocks=Basic Latin,Latin Extended-A
17317 0x000abec6 0x00586ac6 4   5    .vmp1   ascii   *F1(
17318 0x000abf2a 0x00586b2a 4   5    .vmp1   ascii   `\r!S
17319 0x000abf45 0x00586b45 6   7    .vmp1   ascii   7c\a*V`
17320 0x000abf81 0x00586b81 5   6    .vmp1   ascii   B}~\v\f
17321 0x000abf97 0x00586b97 5   6    .vmp1   ascii   E-p3Y
17322 0x000abfa9 0x00586ba9 4   5    .vmp1   ascii   G{sz
17323 0x000abffb 0x00586bfb 4   6    .vmp1   utf8    ZLՎ\b blocks=Basic Latin,Armenian
17324 0x000ac02a 0x00586c2a 4   6    .vmp1   utf8    Ǒ?4g blocks=Latin Extended-B,Basic Latin
17325 0x000ac0c2 0x00586cc2 4   5    .vmp1   ascii   7\e,.
17326 0x000ac0f4 0x00586cf4 4   5    .vmp1   ascii   *c}"
17327 0x000ac10b 0x00586d0b 5   6    .vmp1   ascii   s(SZO
17328 0x000ac11c 0x00586d1c 4   5    .vmp1   ascii   NihG
17329 0x000ac138 0x00586d38 4   6    .vmp1   utf8    ۘ=[h blocks=Arabic,Basic Latin
17330 0x000ac2f5 0x00586ef5 4   5    .vmp1   ascii   'J;K
17331 0x000ac313 0x00586f13 4   5    .vmp1   ascii   SQ[M
17332 0x000ac33e 0x00586f3e 4   6    .vmp1   utf8    QAȂj blocks=Basic Latin,Latin Extended-B
17333 0x000ac344 0x00586f44 6   7    .vmp1   ascii   M\b*07a
17334 0x000ac36f 0x00586f6f 4   5    .vmp1   ascii   8DXW
17335 0x000ac378 0x00586f78 5   6    .vmp1   ascii   ^\fYSp
17336 0x000ac384 0x00586f84 4   5    .vmp1   ascii   4DE\
17337 0x000ac3b4 0x00586fb4 5   6    .vmp1   ascii   Fk"@:
17338 0x000ac3cc 0x00586fcc 4   5    .vmp1   ascii   r<Cw
17339 0x000ac3f0 0x00586ff0 4   5    .vmp1   ascii   jW}%
17340 0x000ac47d 0x0058707d 4   5    .vmp1   ascii   \a~Q9
17341 0x000ac493 0x00587093 6   7    .vmp1   ascii   \f<q6SA
17342 0x000ac49f 0x0058709f 5   6    .vmp1   ascii   E)\nRX
17343 0x000ac4aa 0x005870aa 4   5    .vmp1   ascii   ?"7U
17344 0x000ac4bd 0x005870bd 5   7    .vmp1   utf8    }ML\rā blocks=Basic Latin,Latin Extended-A
17345 0x000ac4d2 0x005870d2 6   8    .vmp1   utf8    hMפ2r( blocks=Basic Latin,Hebrew
17346 0x000ac508 0x00587108 4   5    .vmp1   ascii   x\bEp
17347 0x000ac51c 0x0058711c 5   6    .vmp1   ascii   \nCrTA
17348 0x000ac526 0x00587126 4   5    .vmp1   ascii   H7dQ
17349 0x000ac552 0x00587152 4   6    .vmp1   utf8    Yȹ-> blocks=Basic Latin,Latin Extended-B
17350 0x000ac5d4 0x005871d4 4   5    .vmp1   ascii   0O8e
17351 0x000ac5db 0x005871db 5   7    .vmp1   utf8    \b=Z{ޝ blocks=Basic Latin,Thaana
17352 0x000ac676 0x00587276 6   7    .vmp1   ascii   A<B\ajQ
17353 0x000ac6ad 0x005872ad 4   5    .vmp1   ascii   MVj~
17354 0x000ac6d3 0x005872d3 4   6    .vmp1   utf8    Zħ\a6 blocks=Basic Latin,Latin Extended-A
17355 0x000ac7a0 0x005873a0 4   5    .vmp1   ascii   oxYX
17356 0x000ac7a9 0x005873a9 7   8    .vmp1   ascii   ;#\a>95p
17357 0x000ac7c3 0x005873c3 4   5    .vmp1   ascii   >B7V
17358 0x000ac7ce 0x005873ce 5   6    .vmp1   ascii   mJ7=m
17359 0x000ac7ee 0x005873ee 4   5    .vmp1   ascii   or1\a
17360 0x000ac820 0x00587420 4   5    .vmp1   ascii   \aFC~
17361 0x000ac89c 0x0058749c 6   7    .vmp1   ascii   E\avm\b?
17362 0x000ac8a6 0x005874a6 4   6    .vmp1   utf8    \a,۶O blocks=Basic Latin,Arabic
17363 0x000ac8cb 0x005874cb 5   6    .vmp1   ascii   6+y\aN
17364 0x000ac90c 0x0058750c 4   5    .vmp1   ascii   hK,\a
17365 0x000ac91d 0x0058751d 5   7    .vmp1   utf8    ֞f\a{= blocks=Hebrew,Basic Latin
17366 0x000ac941 0x00587541 5   7    .vmp1   utf8    g\fPȁs blocks=Basic Latin,Latin Extended-B
17367 0x000ac962 0x00587562 6   7    .vmp1   ascii   dmGyH\a
17368 0x000ac9ab 0x005875ab 5   7    .vmp1   utf8    X\aS'ʷ blocks=Basic Latin,Spacing Modifier Letters
17369 0x000ac9f6 0x005875f6 4   5    .vmp1   ascii   x!v\a
17370 0x000aca0b 0x0058760b 5   6    .vmp1   ascii   Ih;x.
17371 0x000aca24 0x00587624 4   5    .vmp1   ascii   \akt)
17372 0x000aca2e 0x0058762e 4   5    .vmp1   ascii   xB\tc
17373 0x000aca86 0x00587686 6   8    .vmp1   utf8    Jed܁\av blocks=Basic Latin,Syriac
17374 0x000acaaf 0x005876af 4   5    .vmp1   ascii   >O!Z
17375 0x000acabb 0x005876bb 6   8    .vmp1   utf8    \aU`I^:
17376 0x000acac6 0x005876c6 4   5    .vmp1   ascii   _\vzk
17377 0x000acad6 0x005876d6 4   5    .vmp1   ascii   Sy\a.
17378 0x000acb04 0x00587704 4   6    .vmp1   utf8    <ڤ;` blocks=Basic Latin,Arabic
17379 0x000acb60 0x00587760 5   7    .vmp1   utf8    Riά\aL blocks=Basic Latin,Greek and Coptic
17380 0x000acb98 0x00587798 5   6    .vmp1   ascii   pN]vZ
17381 0x000acbcd 0x005877cd 4   6    .vmp1   utf8    ?Iت: blocks=Basic Latin,Arabic
17382 0x000acbd8 0x005877d8 4   5    .vmp1   ascii   r|\t0
17383 0x000acc1d 0x0058781d 4   6    .vmp1   utf8    ʠ\a2n blocks=IPA Extensions,Basic Latin
17384 0x000acc25 0x00587825 5   7    .vmp1   utf8    \aʯ\e?b blocks=Basic Latin,IPA Extensions
17385 0x000acc63 0x00587863 5   6    .vmp1   ascii   A;>\nn
17386 0x000acc97 0x00587897 4   5    .vmp1   ascii   \a}`x
17387 0x000accb4 0x005878b4 5   6    .vmp1   ascii   \aqgX!
17388 0x000accbd 0x005878bd 5   7    .vmp1   utf8    \aL-˰\r blocks=Basic Latin,Spacing Modifier Letters
17389 0x000accd7 0x005878d7 4   5    .vmp1   ascii   ;w>\a
17390 0x000accf7 0x005878f7 5   6    .vmp1   ascii   \aRT`\f
17391 0x000acdae 0x005879ae 6   7    .vmp1   ascii   \bonvO0
17392 0x000ace31 0x00587a31 4   6    .vmp1   utf8    Թ4Ng blocks=Armenian,Basic Latin
17393 0x000ace7b 0x00587a7b 4   5    .vmp1   ascii   /g#v
17394 0x000ace8c 0x00587a8c 4   6    .vmp1   utf8    +\b8w
17395 0x000aceb8 0x00587ab8 5   7    .vmp1   utf8    DqV\eî blocks=Basic Latin,Latin-1 Supplement
17396 0x000acebf 0x00587abf 5   7    .vmp1   utf8    hH\aƗ: blocks=Basic Latin,Latin Extended-B
17397 0x000acf16 0x00587b16 4   5    .vmp1   ascii   wm\e%
17398 0x000acf4e 0x00587b4e 4   5    .vmp1   ascii   \a=\(
17399 0x000acf83 0x00587b83 4   5    .vmp1   ascii   \r0cR
17400 0x000acf8b 0x00587b8b 4   6    .vmp1   utf8    \as߄2 blocks=Basic Latin,NKo
17401 0x000acfa2 0x00587ba2 4   5    .vmp1   ascii   m#in
17402 0x000acfa7 0x00587ba7 4   6    .vmp1   utf8    \aԸG> blocks=Basic Latin,Armenian
17403 0x000acfb5 0x00587bb5 4   5    .vmp1   ascii   W*6\a
17404 0x000acfbb 0x00587bbb 6   7    .vmp1   ascii   +[\e?v\a
17405 0x000acfdd 0x00587bdd 5   7    .vmp1   utf8    Nm\a-ڭ blocks=Basic Latin,Arabic
17406 0x000ad029 0x00587c29 4   5    .vmp1   ascii   \azo0
17407 0x000ad084 0x00587c84 5   7    .vmp1   utf8    n2\a~\f
17408 0x000ad0af 0x00587caf 5   7    .vmp1   utf8    ϭ0{x\a blocks=Greek and Coptic,Basic Latin
17409 0x000ad0d0 0x00587cd0 10  12   .vmp1   utf8    \eن+R!a\r`u* blocks=Basic Latin,Arabic
17410 0x000ad129 0x00587d29 11  13   .vmp1   utf8    ܦ\aElu\t.\b\a$& blocks=Syriac,Basic Latin
17411 0x000ad139 0x00587d39 4   5    .vmp1   ascii   Ej\aJ
17412 0x000ad13e 0x00587d3e 5   6    .vmp1   ascii   vpY'?
17413 0x000ad158 0x00587d58 6   8    .vmp1   utf8    {Ƴ3x8l blocks=Basic Latin,Latin Extended-B
17414 0x000ad1d5 0x00587dd5 4   6    .vmp1   utf8    /#,;
17415 0x000ad1f5 0x00587df5 4   5    .vmp1   ascii   O.:m
17416 0x000ad24b 0x00587e4b 4   5    .vmp1   ascii   s\ny\a
17417 0x000ad252 0x00587e52 4   5    .vmp1   ascii   3]i#
17418 0x000ad260 0x00587e60 5   6    .vmp1   ascii   's\tH.
17419 0x000ad28e 0x00587e8e 8   9    .vmp1   ascii   >[\a]\e(!7
17420 0x000ad356 0x00587f56 5   6    .vmp1   ascii   g\v\bxD
17421 0x000ad3c3 0x00587fc3 5   6    .vmp1   ascii   74@;\r
17422 0x000ad439 0x00588039 4   5    .vmp1   ascii   qK\rS
17423 0x000ad44e 0x0058804e 4   5    .vmp1   ascii   k`\e[
17424 0x000ad468 0x00588068 4   5    .vmp1   ascii   sg\v\
