[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x000000a8 0x000000a8 5   6            ascii   RichD
3    0x000001c0 0x000001c0 5   6            ascii   .text
4    0x000001e7 0x000001e7 6   7            ascii   `.rsrc
5    0x00001010 0x00001010 4   5            ascii   E\fPV
6    0x0000101e 0x0000101e 6   8            utf8    ^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
7    0x0000105a 0x0000105a 5   7            utf8    \a\vʊP\v blocks=Basic Latin,IPA Extensions
8    0x000010ab 0x000010ab 5   7            utf8    \a\vʊP\a blocks=Basic Latin,IPA Extensions
9    0x00001100 0x00001100 4   6            utf8    \a\vʊP blocks=Basic Latin,IPA Extensions
10   0x0000117c 0x0000117c 5   6            ascii   >'{CU
11   0x0000119f 0x0000119f 4   5            ascii   I\fSW
12   0x000011d7 0x000011d7 6   7            ascii   1N\b1V\f
2318 0x000274e1 0x004272e1 4   6    .text   utf8    ڊC]w blocks=Arabic,Basic Latin
2319 0x00027542 0x00427342 4   5    .text   ascii   ;Bu&
2320 0x00027566 0x00427366 5   7    .text   utf8    9]ގO: blocks=Basic Latin,Thaana
2321 0x000275c2 0x004273c2 7   8    .text   ascii   bTU{V\f0
2322 0x000275d9 0x004273d9 4   7    .text   utf8    їؔ}T blocks=Cyrillic,Arabic,Basic Latin
2323 0x00027633 0x00427433 6   7    .text   ascii   olR3P-
2324 0x00027693 0x00427493 4   5    .text   ascii   7N\aI
2325 0x000276ec 0x004274ec 5   7    .text   utf8    \nِJM9 blocks=Basic Latin,Arabic
2326 0x00027726 0x00427526 4   6    .text   utf8    n0ƒu blocks=Basic Latin,Latin Extended-B
2327 0x00027741 0x00427541 5   7    .text   utf8    ?w&Ψ- blocks=Basic Latin,Greek and Coptic
2328 0x000277fe 0x004275fe 8   9    .text   ascii   [{MJt%#<
2329 0x0002780b 0x0042760b 4   5    .text   ascii   xZ!\a
2330 0x0002785b 0x0042765b 5   8    .text   utf8    ةPЊ{- blocks=Arabic,Basic Latin,Cyrillic
2331 0x0002789e 0x0042769e 5   7    .text   utf8    ɒT7#% blocks=IPA Extensions,Basic Latin
2332 0x000278ac 0x004276ac 6   7    .text   ascii   k\e@?s\t
2333 0x000278b8 0x004276b8 4   6    .text   utf8    ݚ%A= blocks=Arabic Supplement,Basic Latin
2334 0x000278d1 0x004276d1 5   8    .text   utf8    FB<ғT blocks=Basic Latin,Cyrillic
2335 0x000278ef 0x004276ef 4   5    .text   ascii   HT4,
2336 0x00027917 0x00427717 5   6    .text   ascii   ft^xO
2337 0x00027a43 0x00427843 4   5    .text   ascii   Q\n%$
2338 0x00027a5b 0x0042785b 4   6    .text   utf8    UĬNj blocks=Basic Latin,Latin Extended-A
2339 0x00027a8c 0x0042788c 4   5    .text   ascii   ?\r^\r
2340 0x00027ab4 0x004278b4 4   6    .text   utf8    ̤hiH blocks=Combining Diacritical Marks,Basic Latin
2341 0x00027ad7 0x004278d7 4   5    .text   ascii   WY,z
2342 0x00027b2a 0x0042792a 5   6    .text   ascii   km+ge
2343 0x00027b30 0x00427930 4   5    .text   ascii   untg
2344 0x00027b6d 0x0042796d 4   5    .text   ascii   O9HX
2345 0x00027b74 0x00427974 4   5    .text   ascii   eK|\
2346 0x00027ba0 0x004279a0 4   5    .text   ascii   q3`q
2347 0x00027ba9 0x004279a9 4   6    .text   utf8    g$6ȼ blocks=Basic Latin,Latin Extended-B
2348 0x00027bf5 0x004279f5 5   6    .text   ascii   pO1D0
2349 0x00027bfb 0x004279fb 5   8    .text   utf8    <!&V blocks=Basic Latin,Private Use Area
2350 0x00027c19 0x00427a19 5   6    .text   ascii   7U& &
2351 0x00027c33 0x00427a33 5   6    .text   ascii   (\f\rR~
2352 0x00027c42 0x00427a42 4   6    .text   utf8    F*:ȴ blocks=Basic Latin,Latin Extended-B
2353 0x00027c6c 0x00427a6c 5   6    .text   ascii   B-=83
2354 0x00027caf 0x00427aaf 6   8    .text   utf8    K&ҹ\t-a blocks=Basic Latin,Cyrillic
2355 0x00027ce1 0x00427ae1 6   9    .text   utf8    0\e㞷!\vJ blocks=Basic Latin,CJK Unified Ideographs Extension A
2356 0x00027d8d 0x00427b8d 5   6    .text   ascii   \nRkb\v
2357 0x00027d94 0x00427b94 5   6    .text   ascii   `SF\e_
2358 0x00027dae 0x00427bae 4   5    .text   ascii   d,&@
2359 0x00027dc3 0x00427bc3 6   7    .text   ascii   \nk<+\(
2360 0x00027dd5 0x00427bd5 4   7    .text   utf8    [5|吅 blocks=Basic Latin,CJK Unified Ideographs
2361 0x00027e39 0x00427c39 4   5    .text   ascii   J!CD
2362 0x00027e3e 0x00427c3e 9   10   .text   ascii   8E'R)k$m\
2363 0x00027ebb 0x00427cbb 6   9    .text   utf8    WCʊE+× blocks=Basic Latin,IPA Extensions,Latin-1 Supplement
2364 0x00027ecd 0x00427ccd 5   6    .text   ascii   xPn|f
2365 0x00027ef9 0x00427cf9 4   5    .text   ascii   Gylj
2366 0x00027f2d 0x00427d2d 4   5    .text   ascii   \"<l
2367 0x00027f35 0x00427d35 5   6    .text   ascii   5cb-\b
2368 0x00027f73 0x00427d73 6   7    .text   ascii   bO%qG[
2369 0x00027f94 0x00427d94 4   5    .text   ascii   h\f55
2370 0x00028051 0x00427e51 6   7    .text   ascii   id2D>;
2371 0x000280b8 0x00427eb8 6   7    .text   ascii   dfB-Ys
2372 0x000280cb 0x00427ecb 4   5    .text   ascii   O[`\f
2373 0x000280ef 0x00427eef 4   5    .text   ascii   \w)@
2374 0x000280fc 0x00427efc 4   5    .text   ascii   *<0\f
2375 0x00028140 0x00427f40 4   5    .text   ascii   f^4B
2376 0x00028162 0x00427f62 6   7    .text   ascii   >zl?\rk
2377 0x000281c0 0x00427fc0 6   9    .text   utf8    ȯm37ʘ" blocks=Latin Extended-B,Basic Latin,IPA Extensions
2378 0x000281ca 0x00427fca 6   8    .text   utf8    f\f$±v( blocks=Basic Latin,Latin-1 Supplement
2379 0x000281d8 0x00427fd8 6   7    .text   ascii   NM[\t<f
2380 0x000281e2 0x00427fe2 4   6    .text   utf8    ±+ar blocks=Latin-1 Supplement,Basic Latin
2381 0x00028203 0x00428003 4   5    .text   ascii   `ta1
2382 0x00028215 0x00428015 7   9    .text   utf8    W\v5sCaں blocks=Basic Latin,Arabic
2383 0x000282c6 0x004280c6 6   8    .text   utf8    XWRR\t*
2384 0x000282d3 0x004280d3 5   6    .text   ascii   ud^>\v
2385 0x00028309 0x00428109 5   6    .text   ascii   h`%Ta
2386 0x00028319 0x00428119 4   5    .text   ascii   M|hN
2387 0x0002833a 0x0042813a 5   6    .text   ascii   >)iS&
2388 0x00028363 0x00428163 5   6    .text   ascii   }%\vu2
2389 0x00028369 0x00428169 4   8    .text   utf8    6_ю blocks=Private Use Area,Basic Latin,Cyrillic
2390 0x00028385 0x00428185 6   8    .text   utf8    X|LË-h blocks=Basic Latin,Latin-1 Supplement
2391 0x0002839f 0x0042819f 4   5    .text   ascii   JcU-
2392 0x00028415 0x00428215 6   10   .text   utf8    侟)Ŝ\an\t blocks=CJK Unified Ideographs,Basic Latin,Latin Extended-A
2393 0x0002844e 0x0042824e 5   6    .text   ascii   \t^/"t
2394 0x000284cc 0x004282cc 4   5    .text   ascii   \Aw&
2395 0x000284d2 0x004282d2 4   5    .text   ascii   ] L`
2396 0x00028517 0x00428317 5   7    .text   utf8    ؐf\z. blocks=Arabic,Basic Latin
2397 0x00028540 0x00428340 6   7    .text   ascii   C6brX0
2398 0x00028586 0x00428386 7   9    .text   utf8    SVQNҢc@ blocks=Basic Latin,Cyrillic
2399 0x0002859e 0x0042839e 4   5    .text   ascii   A^D:
2400 0x000285af 0x004283af 4   6    .text   utf8    "H%֞ blocks=Basic Latin,Hebrew
2401 0x0002864e 0x0042844e 5   6    .text   ascii   dZ`R[
2402 0x00028690 0x00428490 4   5    .text   ascii   KjSy
2403 0x000286f9 0x004284f9 6   7    .text   ascii   :huQ;T
2404 0x0002872c 0x0042852c 4   5    .text   ascii   BdU]
2405 0x00028743 0x00428543 4   5    .text   ascii   .V)-
2406 0x0002878b 0x0042858b 4   6    .text   utf8    Jvږ> blocks=Basic Latin,Arabic
2407 0x0002879d 0x0042859d 8   9    .text   ascii   \nL[E/Oij
2408 0x000287f7 0x004285f7 5   6    .text   ascii   gn+?M
2409 0x0002885a 0x0042865a 5   6    .text   ascii   ;}PD@
2410 0x00028866 0x00428666 5   7    .text   utf8    ]\aȂ@6 blocks=Basic Latin,Latin Extended-B
2411 0x000288a5 0x004286a5 4   5    .text   ascii   ZR63
2412 0x000288fd 0x004286fd 5   6    .text   ascii   Wi\aq$
2413 0x0002893b 0x0042873b 4   6    .text   utf8    ֭U.- blocks=Hebrew,Basic Latin
2414 0x00028991 0x00428791 5   7    .text   utf8    c9ܑ^\t blocks=Basic Latin,Syriac
2415 0x000289bc 0x004287bc 4   5    .text   ascii   -R~ 
2416 0x000289df 0x004287df 4   5    .text   ascii   }jpr
2417 0x00028a11 0x00428811 7   10   .text   utf8    §mܳ<\e\vO blocks=Latin-1 Supplement,Basic Latin,Syriac
2418 0x00028a2f 0x0042882f 5   6    .text   ascii   M%\nPe
2419 0x00028a42 0x00428842 4   5    .text   ascii   qof)
2420 0x00028a5e 0x0042885e 4   5    .text   ascii   FzD1
2421 0x00028a6b 0x0042886b 5   6    .text   ascii   Df0 \r
2422 0x00028a9e 0x0042889e 5   6    .text   ascii   "?0kq
2423 0x00028abc 0x004288bc 6   7    .text   ascii   *jt7\vq
2424 0x00028acd 0x004288cd 6   8    .text   utf8    KUǸ@t% blocks=Basic Latin,Latin Extended-B
2425 0x00028ad5 0x004288d5 4   5    .text   ascii   cHED
2426 0x00028b0a 0x0042890a 5   6    .text   ascii   *\f|UY
2427 0x00028b3a 0x0042893a 5   7    .text   utf8    *mӮ'Q blocks=Basic Latin,Cyrillic
2428 0x00028b9f 0x0042899f 4   5    .text   ascii   vo0u
2429 0x00028bb6 0x004289b6 4   5    .text   ascii   _GL.
2430 0x00028bc3 0x004289c3 4   6    .text   utf8    ו\bNI blocks=Hebrew,Basic Latin
2431 0x00028bf5 0x004289f5 5   7    .text   utf8    DyՔbJ blocks=Basic Latin,Armenian
2432 0x00028c2f 0x00428a2f 5   7    .text   utf8    x'8zù blocks=Basic Latin,Latin-1 Supplement
2433 0x00028c39 0x00428a39 5   6    .text   ascii   5/}{k
2434 0x00028c67 0x00428a67 5   6    .text   ascii   PF#(\a
2435 0x00028c91 0x00428a91 4   5    .text   ascii   IJBz
2436 0x00028cbd 0x00428abd 5   6    .text   ascii   'xpr~
2437 0x00028cc9 0x00428ac9 4   5    .text   ascii   'cUc
2438 0x00028cf5 0x00428af5 4   5    .text   ascii   vW2t
2439 0x00028d00 0x00428b00 4   5    .text   ascii   &z1y
2440 0x00028d0b 0x00428b0b 4   7    .text   utf8    ɗHxҎ blocks=IPA Extensions,Basic Latin,Cyrillic
2441 0x00028d29 0x00428b29 6   8    .text   utf8    V20נf5 blocks=Basic Latin,Hebrew
2442 0x00028d51 0x00428b51 4   5    .text   ascii   ablg
2443 0x00028db1 0x00428bb1 5   6    .text   ascii   9J;vt
2444 0x00028dd9 0x00428bd9 4   5    .text   ascii   W1\v^
2445 0x00028e0d 0x00428c0d 8   10   .text   utf8    [56"JYJ֖ blocks=Basic Latin,Hebrew
2446 0x00028e44 0x00428c44 5   6    .text   ascii   4\ve!;
2447 0x00028e56 0x00428c56 6   7    .text   ascii   4"\f-l\r
2448 0x00028e7a 0x00428c7a 4   6    .text   utf8    \rɩ p blocks=Basic Latin,IPA Extensions
2449 0x00028e9f 0x00428c9f 5   6    .text   ascii   E_0\nf
2450 0x00028ea7 0x00428ca7 5   8    .text   utf8    zǴqѿI blocks=Basic Latin,Latin Extended-B,Cyrillic
2451 0x00028f0c 0x00428d0c 5   6    .text   ascii    mj47
2452 0x00028f42 0x00428d42 4   5    .text   ascii   {Jc2
2453 0x00028f58 0x00428d58 4   5    .text   ascii   7bB2
2454 0x00028f95 0x00428d95 5   7    .text   utf8    Ӕf\ea` blocks=Cyrillic,Basic Latin
2455 0x00028fc3 0x00428dc3 5   7    .text   utf8    |yuܘA blocks=Basic Latin,Syriac
2456 0x00028fe3 0x00428de3 5   10   .text   utf8    Gׅ\fܜ blocks=Basic Latin,Hebrew,Syriac,Private Use Area
2457 0x0002905b 0x00428e5b 4   5    .text   ascii   o=IR
2458 0x00029067 0x00428e67 4   5    .text   ascii   X|"\v
2459 0x0002907e 0x00428e7e 4   5    .text   ascii   /!S$
2460 0x000290ed 0x00428eed 4   5    .text   ascii   FaAo
2461 0x00029110 0x00428f10 4   5    .text   ascii   LRq{
2462 0x0002915b 0x00428f5b 4   6    .text   utf8    Ղ.7= blocks=Armenian,Basic Latin
2463 0x0002a05e 0x00429e5e 15  32           utf16le VS_VERSION_INFO
2464 0x0002a0ba 0x00429eba 14  30           utf16le StringFileInfo
2465 0x0002a0de 0x00429ede 8   18           utf16le 040904b1
2466 0x0002a0f6 0x00429ef6 8   18           utf16le Comments
2467 0x0002a108 0x00429f08 9   20           utf16le UZcO Xdab
2468 0x0002a122 0x00429f22 11  24           utf16le CompanyName
2469 0x0002a14a 0x00429f4a 15  32           utf16le FileDescription
2470 0x0002a16c 0x00429f6c 7   16           utf16le Nbq BjB
2471 0x0002a182 0x00429f82 11  24           utf16le FileVersion
2472 0x0002a19c 0x00429f9c 7   16           utf16le 0.3.3.2
2473 0x0002a1b2 0x00429fb2 12  26           utf16le InternalName
2474 0x0002a1cc 0x00429fcc 12  26           utf16le Macw EYL.exe
2475 0x0002a1ee 0x00429fee 14  30           utf16le LegalCopyright
2476 0x0002a20c 0x0042a00c 15  31           utf16le Copyright 2020 
2477 0x0002a22c 0x0042a02c 26  54           utf16le  HOP. All rights reserved.
2478 0x0002a26a 0x0042a06a 15  32           utf16le LegalTrademarks
2479 0x0002a28c 0x0042a08c 4   10           utf16le CQwA
2480 0x0002a29e 0x0042a09e 16  34           utf16le OriginalFilename
2481 0x0002a2c0 0x0042a0c0 12  26           utf16le Macw EYL.exe
2482 0x0002a2e2 0x0042a0e2 11  24           utf16le ProductName
2483 0x0002a2fc 0x0042a0fc 8   18           utf16le Macw EYL
2484 0x0002a316 0x0042a116 14  30           utf16le ProductVersion
2485 0x0002a334 0x0042a134 7   16           utf16le 6.4.4.7
2486 0x0002a34a 0x0042a14a 16  34           utf16le Assembly Version
2487 0x0002a36c 0x0042a16c 7   16           utf16le 6.4.4.7
2488 0x0002a384 0x0042a184 10  22           utf16le arFileInfo
2489 0x0002a3a2 0x0042a1a2 11  24           utf16le Translation
2490 0x0002a3c0 0x0042a1c0 64  65           ascii   PADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDING

