[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000138 0x00000138 5   6            ascii   drws1
1    0x0000015f 0x0000015f 6   7            ascii   `drws2
2    0x00000188 0x00000188 5   6            ascii   drws3
3    0x000001af 0x000001af 6   7            ascii   @drws4
4073 0x00040080 0x00440080 14  15   drws1   ascii   FindFirstFileW
4074 0x00040092 0x00440092 9   10   drws1   ascii   FindClose
4075 0x0004009e 0x0044009e 13  14   drws1   ascii   FindNextFileW
4076 0x000400ae 0x004400ae 21  22   drws1   ascii   DosDateTimeToFileTime
4077 0x000400c6 0x004400c6 14  15   drws1   ascii   VirtualAllocEx
4078 0x000400d8 0x004400d8 18  19   drws1   ascii   WriteProcessMemory
4079 0x000400ee 0x004400ee 16  17   drws1   ascii   RemoveDirectoryW
4080 0x00040102 0x00440102 12  13   drws1   ascii   SetErrorMode
4081 0x00040112 0x00440112 10  11   drws1   ascii   OpenEventW
4082 0x00040120 0x00440120 8   9    drws1   ascii   lstrcpyA
4083 0x0004012c 0x0044012c 8   9    drws1   ascii   lstrcmpA
4084 0x00040138 0x00440138 13  14   drws1   ascii   GetVersionExW
4085 0x00040148 0x00440148 16  17   drws1   ascii   GetComputerNameW
4086 0x0004015c 0x0044015c 33  34   drws1   ascii   GetVolumeNameForVolumeMountPointW
4087 0x00040180 0x00440180 23  24   drws1   ascii   QueryPerformanceCounter
4088 0x0004019a 0x0044019a 20  21   drws1   ascii   SystemTimeToFileTime
4089 0x000401b2 0x004401b2 22  23   drws1   ascii   GetTimeZoneInformation
4090 0x000401cc 0x004401cc 12  13   drws1   ascii   GetLocalTime
4091 0x000401dc 0x004401dc 17  18   drws1   ascii   GetExitCodeThread
4092 0x000401f0 0x004401f0 19  20   drws1   ascii   WideCharToMultiByte
4093 0x00040206 0x00440206 19  20   drws1   ascii   MultiByteToWideChar
4094 0x0004021c 0x0044021c 20  21   drws1   ascii   GetHandleInformation
4095 0x00040234 0x00440234 9   10   drws1   ascii   lstrcmpiA
4096 0x00040240 0x00440240 18  19   drws1   ascii   CreateRemoteThread
4097 0x00040256 0x00440256 15  16   drws1   ascii   Process32FirstW
4098 0x00040268 0x00440268 14  15   drws1   ascii   Process32NextW
4099 0x0004027a 0x0044027a 21  22   drws1   ascii   FileTimeToDosDateTime
4100 0x00040292 0x00440292 16  17   drws1   ascii   GetTempFileNameW
4101 0x000402a6 0x004402a6 9   10   drws1   ascii   lstrcpynA
4102 0x000402b2 0x004402b2 23  24   drws1   ascii   FileTimeToLocalFileTime
4103 0x000402ca 0x004402ca 12  13   drws1   ascii   KERNEL32.dll
4104 0x000402da 0x004402da 16  17   drws1   ascii   GetSystemMetrics
4105 0x000402ee 0x004402ee 16  17   drws1   ascii   GetLastInputInfo
4106 0x00040302 0x00440302 10  11   drws1   ascii   CharUpperW
4107 0x00040310 0x00440310 9   10   drws1   ascii   ToUnicode
4108 0x0004031c 0x0044031c 16  17   drws1   ascii   GetKeyboardState
4109 0x00040330 0x00440330 10  11   drws1   ascii   CharLowerW
4110 0x0004033e 0x0044033e 16  17   drws1   ascii   DispatchMessageW
4111 0x00040352 0x00440352 12  13   drws1   ascii   PeekMessageW
4112 0x00040362 0x00440362 16  17   drws1   ascii   TranslateMessage
4113 0x00040376 0x00440376 25  26   drws1   ascii   MsgWaitForMultipleObjects
4114 0x00040392 0x00440392 12  13   drws1   ascii   GetCursorPos
4115 0x000403a2 0x004403a2 11  12   drws1   ascii   GetIconInfo
4116 0x000403b0 0x004403b0 8   9    drws1   ascii   DrawIcon
4117 0x000403bc 0x004403bc 11  12   drws1   ascii   LoadCursorW
4118 0x000403ca 0x004403ca 10  11   drws1   ascii   CharToOemW
4119 0x000403d8 0x004403d8 16  17   drws1   ascii   GetClipboardData
4120 0x000403ec 0x004403ec 15  16   drws1   ascii   PostQuitMessage
4121 0x000403fe 0x004403fe 13  14   drws1   ascii   ExitWindowsEx
4122 0x0004040e 0x0044040e 10  11   drws1   ascii   CharLowerA
4123 0x0004041a 0x0044041a 10  11   drws1   ascii   USER32.dll
4124 0x00040428 0x00440428 17  18   drws1   ascii   CryptGetHashParam
4125 0x0004043c 0x0044043c 20  21   drws1   ascii   CryptAcquireContextW
4126 0x00040454 0x00440454 19  20   drws1   ascii   CryptReleaseContext
4127 0x0004046a 0x0044046a 15  16   drws1   ascii   CryptCreateHash
4128 0x0004047c 0x0044047c 16  17   drws1   ascii   CryptDestroyHash
4129 0x00040490 0x00440490 13  14   drws1   ascii   CryptHashData
4130 0x000404a0 0x004404a0 21  22   drws1   ascii   CryptVerifySignatureW
4131 0x000404b8 0x004404b8 16  17   drws1   ascii   CryptGetKeyParam
4132 0x000404cc 0x004404cc 14  15   drws1   ascii   CryptImportKey
4133 0x000404de 0x004404de 15  16   drws1   ascii   CryptDestroyKey
4134 0x000404f0 0x004404f0 16  17   drws1   ascii   OpenProcessToken
4135 0x00040504 0x00440504 18  19   drws1   ascii   GetSidSubAuthority
4136 0x0004051a 0x0044051a 15  16   drws1   ascii   OpenThreadToken
4137 0x0004052c 0x0044052c 23  24   drws1   ascii   GetSidSubAuthorityCount
4138 0x00040546 0x00440546 19  20   drws1   ascii   GetTokenInformation
4139 0x0004055c 0x0044055c 20  21   drws1   ascii   CreateProcessAsUserW
4140 0x00040574 0x00440574 21  22   drws1   ascii   LookupPrivilegeValueW
4141 0x0004058c 0x0044058c 21  22   drws1   ascii   AdjustTokenPrivileges
4142 0x000405a4 0x004405a4 8   9    drws1   ascii   EqualSid
4143 0x000405b0 0x004405b0 15  16   drws1   ascii   RegCreateKeyExW
4144 0x000405c2 0x004405c2 16  17   drws1   ascii   RegQueryValueExW
4145 0x000405d6 0x004405d6 16  17   drws1   ascii   RegQueryInfoKeyW
4146 0x000405ea 0x004405ea 13  14   drws1   ascii   RegDeleteKeyW
4147 0x000405fa 0x004405fa 15  16   drws1   ascii   RegDeleteValueW
4148 0x0004060c 0x0044060c 13  14   drws1   ascii   RegOpenKeyExW
4149 0x0004061c 0x0044061c 11  12   drws1   ascii   RegFlushKey
4150 0x0004062a 0x0044062a 13  14   drws1   ascii   RegEnumKeyExW
4151 0x0004063a 0x0044063a 11  12   drws1   ascii   RegCloseKey
4152 0x00040648 0x00440648 14  15   drws1   ascii   RegSetValueExW
4153 0x0004065a 0x0044065a 25  26   drws1   ascii   InitiateSystemShutdownExW
4154 0x00040676 0x00440676 14  15   drws1   ascii   IsWellKnownSid
4155 0x00040688 0x00440688 12  13   drws1   ascii   GetLengthSid
4156 0x00040698 0x00440698 22  23   drws1   ascii   ConvertSidToStringSidW
4157 0x000406b2 0x004406b2 28  29   drws1   ascii   InitializeSecurityDescriptor
4158 0x000406d2 0x004406d2 25  26   drws1   ascii   SetSecurityDescriptorDacl
4159 0x000406ee 0x004406ee 52  53   drws1   ascii   ConvertStringSecurityDescriptorToSecurityDescriptorW
4160 0x00040726 0x00440726 25  26   drws1   ascii   GetSecurityDescriptorSacl
4161 0x00040742 0x00440742 25  26   drws1   ascii   SetSecurityDescriptorSacl
4162 0x0004075c 0x0044075c 12  13   drws1   ascii   ADVAPI32.dll
4163 0x0004076c 0x0044076c 20  21   drws1   ascii   PathRemoveBackslashW
4164 0x00040784 0x00440784 20  21   drws1   ascii   PathRenameExtensionW
4165 0x0004079c 0x0044079c 19  20   drws1   ascii   PathGetDriveNumberW
4166 0x000407b2 0x004407b2 17  18   drws1   ascii   PathFindFileNameW
4167 0x000407c6 0x004407c6 20  21   drws1   ascii   PathRemoveExtensionW
4168 0x000407de 0x004407de 8   9    drws1   ascii   StrStrIW
4169 0x000407ea 0x004407ea 17  18   drws1   ascii   PathAddBackslashW
4170 0x000407fe 0x004407fe 18  19   drws1   ascii   PathUnquoteSpacesW
4171 0x00040814 0x00440814 16  17   drws1   ascii   PathIsDirectoryW
4172 0x00040828 0x00440828 19  20   drws1   ascii   PathRemoveFileSpecW
4173 0x0004083e 0x0044083e 18  19   drws1   ascii   PathFindExtensionW
4174 0x00040854 0x00440854 9   10   drws1   ascii   StrCmpNIW
4175 0x00040860 0x00440860 16  17   drws1   ascii   PathQuoteSpacesW
4176 0x00040874 0x00440874 10  11   drws1   ascii   PathIsURLW
4177 0x00040882 0x00440882 14  15   drws1   ascii   PathMatchSpecW
4178 0x00040894 0x00440894 13  14   drws1   ascii   PathSkipRootW
4179 0x000408a4 0x004408a4 12  13   drws1   ascii   UrlUnescapeA
4180 0x000408b4 0x004408b4 9   10   drws1   ascii   StrCmpNIA
4181 0x000408c0 0x004408c0 8   9    drws1   ascii   StrCmpNW
4182 0x000408cc 0x004408cc 11  12   drws1   ascii   wvnsprintfW
4183 0x000408da 0x004408da 11  12   drws1   ascii   wvnsprintfA
4184 0x000408e8 0x004408e8 8   9    drws1   ascii   StrRChrA
4185 0x000408f4 0x004408f4 8   9    drws1   ascii   StrCmpIW
4186 0x00040900 0x00440900 7   8    drws1   ascii   StrChrW
4187 0x0004090a 0x0044090a 7   8    drws1   ascii   StrCmpW
4188 0x00040914 0x00440914 8   9    drws1   ascii   StrCmpNA
4189 0x00040920 0x00440920 7   8    drws1   ascii   StrChrA
4190 0x00040928 0x00440928 11  12   drws1   ascii   SHLWAPI.dll
4191 0x00040936 0x00440936 16  17   drws1   ascii   SHGetFolderPathW
4192 0x0004094a 0x0044094a 13  14   drws1   ascii   ShellExecuteW
4193 0x0004095a 0x0044095a 18  19   drws1   ascii   CommandLineToArgvW
4194 0x0004096e 0x0044096e 11  12   drws1   ascii   SHELL32.dll
4195 0x0004097c 0x0044097c 14  15   drws1   ascii   GetUserNameExW
4196 0x0004098e 0x0044098e 21  22   drws1   ascii   DeleteSecurityContext
4197 0x000409a6 0x004409a6 14  15   drws1   ascii   DecryptMessage
4198 0x000409b8 0x004409b8 14  15   drws1   ascii   EncryptMessage
4199 0x000409c8 0x004409c8 11  12   drws1   ascii   Secur32.dll
4200 0x000409d6 0x004409d6 21  22   drws1   ascii   CreateStreamOnHGlobal
4201 0x000409ee 0x004409ee 17  18   drws1   ascii   CoSetProxyBlanket
4202 0x00040a02 0x00440a02 13  14   drws1   ascii   CoTaskMemFree
4203 0x00040a12 0x00440a12 15  16   drws1   ascii   CLSIDFromString
4204 0x00040a24 0x00440a24 15  16   drws1   ascii   StringFromGUID2
4205 0x00040a36 0x00440a36 16  17   drws1   ascii   CoCreateInstance
4206 0x00040a4a 0x00440a4a 14  15   drws1   ascii   CoUninitialize
4207 0x00040a5c 0x00440a5c 20  21   drws1   ascii   CoInitializeSecurity
4208 0x00040a74 0x00440a74 14  15   drws1   ascii   CoInitializeEx
4209 0x00040a84 0x00440a84 9   10   drws1   ascii   ole32.dll
4210 0x00040a90 0x00440a90 22  23   drws1   ascii   CreateCompatibleBitmap
4211 0x00040aaa 0x00440aaa 18  19   drws1   ascii   CreateCompatibleDC
4212 0x00040ac0 0x00440ac0 12  13   drws1   ascii   SelectObject
4213 0x00040ad0 0x00440ad0 12  13   drws1   ascii   DeleteObject
4214 0x00040ae0 0x00440ae0 9   10   drws1   ascii   CreateDCW
4215 0x00040aec 0x00440aec 13  14   drws1   ascii   GetDeviceCaps
4216 0x00040afc 0x00440afc 8   9    drws1   ascii   DeleteDC
4217 0x00040b08 0x00440b08 6   7    drws1   ascii   BitBlt
4218 0x00040b10 0x00440b10 9   10   drws1   ascii   GDI32.dll
4219 0x00040b1c 0x00440b1c 12  13   drws1   ascii   GetAddrInfoW
4220 0x00040b2c 0x00440b2c 12  13   drws1   ascii   freeaddrinfo
4221 0x00040b3c 0x00440b3c 22  23   drws1   ascii   WSAGetOverlappedResult
4222 0x00040b56 0x00440b56 7   8    drws1   ascii   WSASend
4223 0x00040b60 0x00440b60 7   8    drws1   ascii   WSARecv
4224 0x00040b6a 0x00440b6a 11  12   drws1   ascii   getaddrinfo
4225 0x00040b78 0x00440b78 13  14   drws1   ascii   FreeAddrInfoW
4226 0x00040b88 0x00440b88 19  20   drws1   ascii   WSAStringToAddressW
4227 0x00040b9e 0x00440b9e 19  20   drws1   ascii   WSAAddressToStringA
4228 0x00040bb4 0x00440bb4 14  15   drws1   ascii   WSACreateEvent
4229 0x00040bc6 0x00440bc6 14  15   drws1   ascii   WSAEventSelect
4230 0x00040bd8 0x00440bd8 20  21   drws1   ascii   WSAEnumNetworkEvents
4231 0x00040bf0 0x00440bf0 19  20   drws1   ascii   WSAAddressToStringW
4232 0x00040c06 0x00440c06 8   9    drws1   ascii   WSAIoctl
4233 0x00040c12 0x00440c12 13  14   drws1   ascii   WSACloseEvent
4234 0x00040c20 0x00440c20 10  11   drws1   ascii   WS2_32.dll
4235 0x00040c2e 0x00440c2e 30  31   drws1   ascii   CertDeleteCertificateFromStore
4236 0x00040c50 0x00440c50 20  21   drws1   ascii   CertOpenSystemStoreW
4237 0x00040c68 0x00440c68 14  15   drws1   ascii   CertCloseStore
4238 0x00040c7a 0x00440c7a 27  28   drws1   ascii   CertEnumCertificatesInStore
4239 0x00040c98 0x00440c98 31  32   drws1   ascii   CertDuplicateCertificateContext
4240 0x00040cba 0x00440cba 20  21   drws1   ascii   PFXExportCertStoreEx
4241 0x00040cd2 0x00440cd2 18  19   drws1   ascii   PFXImportCertStore
4242 0x00040ce8 0x00440ce8 18  19   drws1   ascii   CryptUnprotectData
4243 0x00040cfc 0x00440cfc 11  12   drws1   ascii   CRYPT32.dll
4244 0x00040d0a 0x00440d0a 18  19   drws1   ascii   HttpSendRequestExA
4245 0x00040d20 0x00440d20 14  15   drws1   ascii   HttpQueryInfoA
4246 0x00040d32 0x00440d32 16  17   drws1   ascii   InternetConnectA
4247 0x00040d46 0x00440d46 17  18   drws1   ascii   InternetCrackUrlA
4248 0x00040d5a 0x00440d5a 16  17   drws1   ascii   InternetReadFile
4249 0x00040d6e 0x00440d6e 18  19   drws1   ascii   InternetSetOptionA
4250 0x00040d84 0x00440d84 17  18   drws1   ascii   InternetWriteFile
4251 0x00040d98 0x00440d98 16  17   drws1   ascii   HttpOpenRequestA
4252 0x00040dac 0x00440dac 15  16   drws1   ascii   HttpEndRequestA
4253 0x00040dbe 0x00440dbe 22  23   drws1   ascii   HttpAddRequestHeadersA
4254 0x00040dd8 0x00440dd8 13  14   drws1   ascii   InternetOpenA
4255 0x00040de8 0x00440de8 19  20   drws1   ascii   InternetCloseHandle
4256 0x00040dfe 0x00440dfe 20  21   drws1   ascii   InternetQueryOptionA
4257 0x00040e14 0x00440e14 11  12   drws1   ascii   WININET.dll
4258 0x00040e20 0x00440e20 12  13   drws1   ascii   OLEAUT32.dll
4259 0x00040e30 0x00440e30 14  15   drws1   ascii   NetUserGetInfo
4260 0x00040e42 0x00440e42 16  17   drws1   ascii   NetApiBufferFree
4261 0x00040e56 0x00440e56 11  12   drws1   ascii   NetUserEnum
4262 0x00040e62 0x00440e62 12  13   drws1   ascii   NETAPI32.dll
4263 0x00040e72 0x00440e72 20  21   drws1   ascii   GetAdaptersAddresses
4264 0x00040e88 0x00440e88 12  13   drws1   ascii   IPHLPAPI.DLL
4265 0x00040e98 0x00440e98 19  20   drws1   ascii   GetFileVersionInfoW
4266 0x00040eae 0x00440eae 14  15   drws1   ascii   VerQueryValueW
4267 0x00040ec0 0x00440ec0 23  24   drws1   ascii   GetFileVersionInfoSizeW
4268 0x00040ed8 0x00440ed8 11  12   drws1   ascii   VERSION.dll
4269 0x00040ee6 0x00440ee6 6   7    drws1   ascii   _errno
4270 0x00040ef0 0x00440ef0 6   7    drws1   ascii   memcpy
4271 0x00040efa 0x00440efa 6   7    drws1   ascii   memset
4272 0x00040f04 0x00440f04 9   10   drws1   ascii   _purecall
4273 0x00040f10 0x00440f10 6   7    drws1   ascii   memcmp
4274 0x00040f1a 0x00440f1a 6   7    drws1   ascii   memchr
4275 0x00040f24 0x00440f24 11  12   drws1   ascii   _vsnwprintf
4276 0x00040f32 0x00440f32 10  11   drws1   ascii   _vsnprintf
4277 0x00040f40 0x00440f40 6   7    drws1   ascii   strcmp
4278 0x00040f4a 0x00440f4a 7   8    drws1   ascii   memmove
4279 0x00040f54 0x00440f54 6   7    drws1   ascii   _ultow
4280 0x00040f5e 0x00440f5e 7   8    drws1   ascii   strtoul
4281 0x00040f66 0x00440f66 10  11   drws1   ascii   msvcrt.dll
4282 0x00040f74 0x00440f74 9   10   drws1   ascii   RtlUnwind
4283 0x00040f80 0x00440f80 14  15   drws1   ascii   SetFilePointer
4284 0x00040f92 0x00440f92 18  19   drws1   ascii   OutputDebugStringA
4285 0x00040fa8 0x00440fa8 16  17   drws1   ascii   TerminateProcess
4286 0x00040fbc 0x00440fbc 24  25   drws1   ascii   UnhandledExceptionFilter
4287 0x00040fd8 0x00440fd8 27  28   drws1   ascii   SetUnhandledExceptionFilter
4288 0x00040ff6 0x00440ff6 16  17   drws1   ascii   _except_handler3
4289 0x00042068 0x00442068 4   20   drws2   utf32le 5\v@Ͽ blocks=Basic Latin,Greek and Coptic
4290 0x00042152 0x00442152 4   5    drws2   ascii   kU'9
4291 0x000421a2 0x004421a2 8   11   drws2   utf8    HMXB䧓9;5 blocks=Basic Latin,CJK Unified Ideographs Extension A
4292 0x000421dc 0x004421dc 5   8    drws2   utf8    ]݀nLɛ blocks=Basic Latin,Syriac,IPA Extensions
4293 0x000421fb 0x004421fb 9   12   drws2   utf8    ?q=\nףp=\nף blocks=Basic Latin,Hebrew
4294 0x00042207 0x00442207 4   5    drws2   ascii   ?Zd;
4295 0x0004224f 0x0044224f 4   5    drws2   ascii   ?/L[
4296 0x0004225e 0x0044225e 4   5    drws2   ascii   S;uD
4297 0x00042271 0x00442271 4   6    drws2   utf8    ϔ?$# blocks=Greek and Coptic,Basic Latin
4298 0x00042277 0x00442277 4   7    drws2   utf8    ⼺;1a blocks=Kangxi Radicals,Basic Latin
4299 0x0004227e 0x0044227e 5   6    drws2   ascii   z?aUY
4300 0x00042296 0x00442296 4   5    drws2   ascii   D?$?
4301 0x000422ae 0x004422ae 4   5    drws2   ascii   U>c{
4302 0x000422c0 0x004422c0 8   10   drws2   utf8    zc%C1,<!
4303 0x000422d3 0x004422d3 5   7    drws2   utf8    ;܈X\b\e blocks=Basic Latin,Syriac
4304 0x000422df 0x004422df 5   7    drws2   utf8    ;ƄEB\a blocks=Basic Latin,Latin Extended-B
4305 0x000422ea 0x004422ea 4   5    drws2   ascii   .:3q
4306 0x00042313 0x00442313 5   6    drws2   ascii   -64OS
4307 0x00042334 0x00442334 4   5    drws2   ascii   NKeb
4308 0x0004299c 0x0044299c 51  104  drws2   utf16le C:\Documents and Settings\URNXYMAV\Application Data
4309 0x00042ba4 0x00442ba4 66  134  drws2   utf16le C:\Documents and Settings\URNXYMAV\Local Settings\Application Data
4310 0x00042dbf 0x00442dbf 6   7    drws2   ascii   marioA
4311 0x00042de3 0x00442de3 5   6    drws2   ascii   9+k"/
4312 0x00042e58 0x00442e58 4   5    drws2   ascii   %FW8
4313 0x00042f77 0x00442f77 8   10   drws2   utf8    p\v0Q7շ\vy blocks=Basic Latin,Armenian
4314 0x00042f9f 0x00442f9f 4   5    drws2   ascii   k}Ur
4315 0x00042fec 0x00442fec 14  30   drws2   utf16le Service Pack 2
4316 0x00043115 0x00443115 5   6    drws2   ascii   0\aw,a
4317 0x00043174 0x00443174 4   6    drws2   utf8    (kdz
4318 0x00043191 0x00443191 4   5    drws2   ascii    n;^
4319 0x000431e3 0x004431e3 4   6    drws2   utf8    !#ĳV blocks=Basic Latin,Latin Extended-A
4320 0x00043244 0x00443244 4   5    drws2   ascii   -=m\b
4321 0x00043251 0x00443251 6   7    drws2   ascii   Qkkbal
4322 0x00043289 0x00443289 4   6    drws2   utf8    |ӌeL blocks=Basic Latin,Cyrillic
4323 0x000432c7 0x004432c7 4   5    drws2   ascii   3_L\n
4324 0x0004331d 0x0044331d 4   6    drws2   utf8    ұt9G blocks=Cyrillic,Basic Latin
4325 0x00043338 0x00443338 4   5    drws2   ascii   >jm\r
4326 0x0004333d 0x0044333d 4   5    drws2   ascii   Zjz\v
4327 0x0004335f 0x0044335f 4   5    drws2   ascii   i]Wb
4328 0x0004336e 0x0044336e 4   5    drws2   ascii   knv\e
4329 0x00043375 0x00443375 4   6    drws2   utf8    +ӉZz blocks=Basic Latin,Cyrillic
4330 0x00043416 0x00443416 5   8    drws2   utf8    c윣ju\n blocks=Basic Latin,Hangul Syllables
4331 0x0004349f 0x0044349f 4   5    drws2   ascii   9a&g
4332 0x000434a8 0x004434a8 4   5    drws2   ascii   MGiI
4333 0x000434ad 0x004434ad 6   8    drws2   utf8    wn>JjѮ blocks=Basic Latin,Cyrillic
4334 0x000434ef 0x004434ef 4   5    drws2   ascii   #.zf
4335 0x000434fd 0x004434fd 4   5    drws2   ascii   +o*7
4336 0x00045041 0x00445041 25  26   drws3   ascii   >$>,>4><>D>L>T>\>d>l>t>|>
4337 0x00045081 0x00445081 25  26   drws3   ascii   ?$?,?4?<?D?L?T?\?d?l?t?|?
4338 0x000450cb 0x004450cb 25  26   drws3   ascii   0$0,040<0D0L0T0\0d0l0t0|0
4339 0x0004510b 0x0044510b 25  26   drws3   ascii   1$1,141<1D1L1T1\1d1l1t1|1
4340 0x0004514b 0x0044514b 25  26   drws3   ascii   2$2,242<2D2L2T2\2d2l2t2|2
4341 0x0004518b 0x0044518b 25  26   drws3   ascii   3$3,343<3D3L3T3\3d3l3t3|3
4342 0x000451cb 0x004451cb 25  26   drws3   ascii   4$4,444<4D4L4T4\4d4l4t4|4
4343 0x0004520b 0x0044520b 25  26   drws3   ascii   5$5,545<5D5L5T5\5d5l5t5|5
4344 0x00045249 0x00445249 25  26   drws3   ascii   6$7,747<7D7L7T7\7d7l7t7|7
4345 0x00045289 0x00445289 25  26   drws3   ascii   8$8,848<8D8L8T8\8d8l8t8|8
4346 0x000452c9 0x004452c9 25  26   drws3   ascii   9$9,949<9D9L9T9\9d9l9t9|9
4347 0x00045309 0x00445309 25  26   drws3   ascii   :$:,:4:<:D:L:T:\:d:l:t:|:
4348 0x00045349 0x00445349 25  26   drws3   ascii   ;$;,;4;<;D;L;T;\;d;l;t;|;
4349 0x00045389 0x00445389 25  26   drws3   ascii   <$<,<4<<<D<L<T<\<d<l<t<|<
4350 0x000453c9 0x004453c9 25  26   drws3   ascii   =$=,=4=<=D=L=T=\=d=l=t=|=
4351 0x00045409 0x00445409 25  26   drws3   ascii   >$>,>4><>D>L>T>\>d>l>t>|>
4352 0x00045475 0x00445475 25  26   drws3   ascii   2$2,242<2D2L2T2\2d2l2t2|2
4353 0x000454b5 0x004454b5 25  26   drws3   ascii   3$3,343<3D3L3T3\3d3l3t3|3
4354 0x000454f5 0x004454f5 25  26   drws3   ascii   4$4,444<4D4L4T4\4d4l4t4|4
4355 0x00045535 0x00445535 25  26   drws3   ascii   5$5,545<5D5L5T5\5d5l5t5|5
4356 0x00045575 0x00445575 25  26   drws3   ascii   6$6,646<6D6L6T6\6d6l6t6|6
4357 0x000455b5 0x004455b5 25  26   drws3   ascii   7$7,747<7D7L7T7\7d7l7t7|7
4358 0x000455f5 0x004455f5 23  24   drws3   ascii   8$8,848<8D8L8T8d8l8t8|8
4359 0x00045633 0x00445633 9   10   drws3   ascii   9$9,949<9
4360 0x00045649 0x00445649 5   6    drws3   ascii   5x6|6
4361 0x00045673 0x00445673 5   6    drws3   ascii   8\b9\f9
4362 0x0004567f 0x0044567f 63  64   drws3   ascii   9 9$9(9,9094989<9@9D9H9L9P9T9X9\9`9d9h9l9p9t9x9|9L:T:\:`:d:x:|:
4363 0x000456e1 0x004456e1 23  24   drws3   ascii   < <$<(<,<0<4<8<<<@<D<H<
4364 0x000456ff 0x004456ff 41  42   drws3   ascii   <H=L=P=T=X=\=`=d=h=l=p=0?8?<?@?D?H?L?P?T?
4365 0x00045730 0x00445730 6   7    drws3   ascii   `1x1|1
4366 0x00045775 0x00445775 29  30   drws3   ascii   2 2$2(2,2024282d2h2l2p2t2x2|2
4367 0x000457c9 0x004457c9 17  18   drws3   ascii   2`3d3h3l3p3t3x3|3
4368 0x000457eb 0x004457eb 5   6    drws3   ascii   3<4+6
4369 0x00045803 0x00445803 15  16   drws3   ascii   7B9L9S9Y9p9t9z9
4370 0x0004581b 0x0044581b 7   8    drws3   ascii   93:D:U:
4371 0x0004583d 0x0044583d 5   6    drws3   ascii   ?d?{?
4372 0x00045857 0x00445857 7   8    drws3   ascii   1\v2q2{3
4373 0x00045861 0x00445861 5   6    drws3   ascii   3\n4L4
4374 0x00045869 0x00445869 5   6    drws3   ascii   4L5l5
4375 0x0004587f 0x0044587f 7   8    drws3   ascii   :&:J:b:
4376 0x00045897 0x00445897 5   6    drws3   ascii   <c=q=
4377 0x000458b3 0x004458b3 9   10   drws3   ascii   >V>h>q>|>
4378 0x000458bd 0x004458bd 5   6    drws3   ascii   >F?b?
4379 0x000458dd 0x004458dd 5   6    drws3   ascii   3\4|4
4380 0x000458e7 0x004458e7 5   6    drws3   ascii   4\v5?5
4381 0x000458fd 0x004458fd 5   6    drws3   ascii   7\a7\v7
4382 0x00045905 0x00445905 5   6    drws3   ascii   7d7o8
4383 0x00045917 0x00445917 9   10   drws3   ascii   9\t:':Y:t:
4384 0x00045925 0x00445925 7   8    drws3   ascii   :\r;];j;
4385 0x00045935 0x00445935 7   8    drws3   ascii   <9<G<m<
4386 0x00045947 0x00445947 7   8    drws3   ascii   =&=>=I=
4387 0x0004594f 0x0044594f 7   8    drws3   ascii   =G>z>|?
4388 0x00045960 0x00445960 4   5    drws3   ascii   ,0>0
4389 0x00045977 0x00445977 5   6    drws3   ascii   445m5
4390 0x0004599f 0x0044599f 7   8    drws3   ascii   91:s:n;
4391 0x000459bf 0x004459bf 5   6    drws3   ascii   ?C?K?
4392 0x000459cc 0x004459cc 8   9    drws3   ascii   #0c0V2z2
4393 0x000459f5 0x004459f5 5   6    drws3   ascii   4p4{4
4394 0x000459ff 0x004459ff 5   6    drws3   ascii   6P7d7
4395 0x00045a09 0x00445a09 5   6    drws3   ascii   8/8z8
4396 0x00045a13 0x00445a13 5   6    drws3   ascii   8+9|9
4397 0x00045a21 0x00445a21 7   8    drws3   ascii   :G:U:~:
4398 0x00045a2b 0x00445a2b 21  22   drws3   ascii   :3;<;C;H;R;[;_;d;k;s;
4399 0x00045a57 0x00445a57 19  20   drws3   ascii   < </<5<D<J<Y<_<n<t<
4400 0x00045a89 0x00445a89 17  18   drws3   ascii   =\e=!=,=2===C=N=T=
4401 0x00045aa3 0x00445aa3 9   10   drws3   ascii   >'>5>J>T>
4402 0x00045ab1 0x00445ab1 5   6    drws3   ascii   ?L?g?
