[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000150 0x00000150 4   5            ascii   Rich
1    0x0000029c 0x0000029c 5   6            ascii   .text
2    0x000002c3 0x000002c3 7   8            ascii   `.rdata
3    0x000002eb 0x000002eb 5   6            ascii   @.crt
4    0x00000314 0x00000314 5   6            ascii   .rsrc
5    0x0000033b 0x0000033b 7   8            ascii   @.reloc
3104 0x00032fb3 0x100351b3 5   7    .crt    utf8    9B,ʕ_ blocks=Basic Latin,IPA Extensions
3105 0x00032fc9 0x100351c9 5   6    .crt    ascii   orS8Y
3106 0x00032fcf 0x100351cf 5   6    .crt    ascii   H\e\2D
3107 0x00033031 0x10035231 5   6    .crt    ascii   e(\fB,
3108 0x000330c5 0x100352c5 6   9    .crt    utf8    ďgiV)Ο blocks=Latin Extended-A,Basic Latin,Greek and Coptic
3109 0x000330ee 0x100352ee 4   5    .crt    ascii   Qp'5
3110 0x0003312a 0x1003532a 4   5    .crt    ascii   qW6@
3111 0x00033130 0x10035330 4   5    .crt    ascii   WE\U
3112 0x0003315d 0x1003535d 6   9    .crt    utf8    \߳w9oc blocks=Basic Latin,NKo
3113 0x00033182 0x10035382 10  11   .crt    ascii   Kbrlimjo*g
3114 0x000331ad 0x100353ad 5   7    .crt    utf8    :ƱOE\b blocks=Basic Latin,Latin Extended-B
3115 0x000331cf 0x100353cf 7   8    .crt    ascii   HG\t#*B,
3116 0x000331ea 0x100353ea 4   5    .crt    ascii   B+,y
3117 0x00033246 0x10035446 11  14   .crt    utf8    ڪ432~!BϯD1\a blocks=Arabic,Basic Latin,Greek and Coptic
3118 0x0003325e 0x1003545e 5   6    .crt    ascii   O~xt\f
3119 0x0003326f 0x1003546f 6   7    .crt    ascii   wXwZS<
3120 0x0003328d 0x1003548d 6   8    .crt    utf8    :αX)VU blocks=Basic Latin,Greek and Coptic
3121 0x0003330a 0x1003550a 4   5    .crt    ascii   ^oWE
3122 0x0003334a 0x1003554a 5   7    .crt    utf8    p\n:лe blocks=Basic Latin,Cyrillic
3123 0x00033389 0x10035589 5   7    .crt    utf8    /.ΎLO blocks=Basic Latin,Greek and Coptic
3124 0x0003339d 0x1003559d 6   8    .crt    utf8    oV֢)Kb blocks=Basic Latin,Hebrew
3125 0x000333c9 0x100355c9 5   7    .crt    utf8    WRΎ\fI blocks=Basic Latin,Greek and Coptic
3126 0x000333d2 0x100355d2 4   5    .crt    ascii   0I=-
3127 0x000333db 0x100355db 5   6    .crt    ascii   Wrb`h
3128 0x000333fa 0x100355fa 4   6    .crt    utf8    ptyϓ blocks=Basic Latin,Greek and Coptic
3129 0x00033441 0x10035641 5   9    .crt    utf8    7[뾥Wʆ blocks=Basic Latin,Hangul Syllables,IPA Extensions
3130 0x00033450 0x10035650 4   5    .crt    ascii   OE\bQ
3131 0x0003348e 0x1003568e 5   9    .crt    utf8    ůˬװl. blocks=Latin Extended-A,Spacing Modifier Letters,Hebrew,Basic Latin
3132 0x000334c9 0x100356c9 5   6    .crt    ascii   mjg;[
3133 0x00033521 0x10035721 5   6    .crt    ascii   5ojZi
3134 0x00033529 0x10035729 5   6    .crt    ascii   mbgC[
3135 0x0003356b 0x1003576b 5   6    .crt    ascii   G[SC8
3136 0x0003358e 0x1003578e 4   6    .crt    utf8    ůOE\f blocks=Latin Extended-A,Basic Latin
3137 0x000335af 0x100357af 6   7    .crt    ascii   #I-?%W
3138 0x000335c4 0x100357c4 4   6    .crt    utf8    L\fHʾ blocks=Basic Latin,Spacing Modifier Letters
3139 0x00033608 0x10035808 4   5    .crt    ascii   '7Q0
3140 0x0003360f 0x1003580f 4   6    .crt    utf8    _ݓ\rS blocks=Basic Latin,Arabic Supplement
3141 0x00033673 0x10035873 4   5    .crt    ascii   \b[j\e
3142 0x0003367d 0x1003587d 5   6    .crt    ascii   j#S9?
3143 0x0003368f 0x1003588f 10  11   .crt    ascii   H\a\t\vnB,xv`
3144 0x000336c6 0x100358c6 5   6    .crt    ascii   ^PkH-
3145 0x000336e1 0x100358e1 6   7    .crt    ascii   \rOJ_%N
3146 0x000336f8 0x100358f8 4   5    .crt    ascii   pX1;
3147 0x00033749 0x10035949 4   5    .crt    ascii   ojg;
3148 0x00033775 0x10035975 5   6    .crt    ascii   Y \e)w
3149 0x00033784 0x10035984 4   5    .crt    ascii   M\f$o
3150 0x000337f4 0x100359f4 5   7    .crt    utf8    BƓZPi blocks=Basic Latin,Latin Extended-B
3151 0x00033810 0x10035a10 4   5    .crt    ascii   _E\fQ
3152 0x00033826 0x10035a26 4   6    .crt    utf8    Nո`^ blocks=Basic Latin,Armenian
3153 0x0003382e 0x10035a2e 8   9    .crt    ascii   Eh'=lHF-
3154 0x00033888 0x10035a88 4   5    .crt    ascii   (&B_
3155 0x0003388d 0x10035a8d 5   6    .crt    ascii   (Sp'%
3156 0x00033928 0x10035b28 4   6    .crt    utf8    4KF̣ blocks=Basic Latin,Combining Diacritical Marks
3157 0x00033938 0x10035b38 4   5    .crt    ascii   K%/X
3158 0x0003394d 0x10035b4d 4   6    .crt    utf8    9ޭoE blocks=Basic Latin,Thaana
3159 0x000339a9 0x10035ba9 4   5    .crt    ascii   .BSB
3160 0x000339cb 0x10035bcb 4   5    .crt    ascii   B6iI
3161 0x00033a00 0x10035c00 4   5    .crt    ascii   >lFg
3162 0x00033a2d 0x10035c2d 4   6    .crt    utf8    I֯t5 blocks=Basic Latin,Hebrew
3163 0x00033a95 0x10035c95 4   5    .crt    ascii   ,oXh
3164 0x00033aa9 0x10035ca9 4   5    .crt    ascii   e"g<
3165 0x00033ac2 0x10035cc2 4   5    .crt    ascii   oo=\f
3166 0x00033ace 0x10035cce 4   6    .crt    utf8    ޝD!U blocks=Thaana,Basic Latin
3167 0x00033afc 0x10035cfc 4   6    .crt    utf8    Ikѓy blocks=Basic Latin,Cyrillic
3168 0x00033b0a 0x10035d0a 6   7    .crt    ascii   )AFUa$
3169 0x00033b2e 0x10035d2e 4   5    .crt    ascii   Sp'%
3170 0x00033c02 0x10035e02 6   7    .crt    ascii   Z<SLI=
3171 0x00033c0c 0x10035e0c 5   7    .crt    utf8    "Х|JT blocks=Basic Latin,Cyrillic
3172 0x00033c7c 0x10035e7c 4   5    .crt    ascii   f`XZ
3173 0x00033c81 0x10035e81 5   6    .crt    ascii   ik>\Q
3174 0x00033c88 0x10035e88 4   5    .crt    ascii   >MY$
3175 0x00033cc9 0x10035ec9 4   5    .crt    ascii   [R}\r
3176 0x00033cd2 0x10035ed2 4   6    .crt    utf8    νJa& blocks=Greek and Coptic,Basic Latin
3177 0x00033cda 0x10035eda 4   7    .crt    utf8    /߃hà blocks=Basic Latin,NKo,Latin-1 Supplement
3178 0x00033d06 0x10035f06 4   7    .crt    utf8    *]색. blocks=Basic Latin,Hangul Syllables
3179 0x00033d22 0x10035f22 4   6    .crt    utf8    bX!ǐ blocks=Basic Latin,Latin Extended-B
3180 0x00033d80 0x10035f80 8   9    .crt    ascii   XI!M7||F
3181 0x00033d8b 0x10035f8b 4   5    .crt    ascii   u 2X
3182 0x00033d90 0x10035f90 5   7    .crt    utf8    \bw$pͷ blocks=Basic Latin,Greek and Coptic
3183 0x00033da9 0x10035fa9 4   5    .crt    ascii   nI#s
3184 0x00033db0 0x10035fb0 5   6    .crt    ascii   }l(R{
3185 0x00033db8 0x10035fb8 4   7    .crt    utf8    \a栊"G blocks=Basic Latin,CJK Unified Ideographs
3186 0x00033dc9 0x10035fc9 6   7    .crt    ascii   3X\e_B@
3187 0x00033dd3 0x10035fd3 4   5    .crt    ascii   "v+[
3188 0x00033dff 0x10035fff 4   5    .crt    ascii   O+vR
3189 0x00033e1b 0x1003601b 4   6    .crt    utf8    Fzrś blocks=Basic Latin,Latin Extended-A
3190 0x00033e24 0x10036024 6   7    .crt    ascii   |M.#]B
3191 0x00033e72 0x10036072 4   5    .crt    ascii   Yh(.
3192 0x00033e77 0x10036077 4   5    .crt    ascii   R!\v,
3193 0x00033ea4 0x100360a4 4   5    .crt    ascii   ]mep
3194 0x00033f30 0x10036130 5   7    .crt    utf8    ]͔QE! blocks=Basic Latin,Combining Diacritical Marks
3195 0x00033f75 0x10036175 5   8    .crt    utf8    \g⪪-G blocks=Basic Latin,Supplemental Mathematical Operators
3196 0x00033f7e 0x1003617e 4   5    .crt    ascii   \aInC
3197 0x00033f9c 0x1003619c 5   6    .crt    ascii   @8nPg
3198 0x00033fd7 0x100361d7 5   7    .crt    utf8    "'ٕgm blocks=Basic Latin,Arabic
3199 0x00033fe8 0x100361e8 4   6    .crt    utf8    %{жt blocks=Basic Latin,Cyrillic
3200 0x0003405b 0x1003625b 4   5    .crt    ascii   qi\t*
3201 0x0003409b 0x1003629b 5   8    .crt    utf8    (|Ic働 blocks=Basic Latin,CJK Unified Ideographs
3202 0x000340b3 0x100362b3 9   11   .crt    utf8    [$t`ĝ^81" blocks=Basic Latin,Latin Extended-A
3203 0x000340c5 0x100362c5 8   9    .crt    ascii   ],_uL$bQ
3204 0x000340e9 0x100362e9 4   5    .crt    ascii   .Ask
3205 0x0003410b 0x1003630b 4   5    .crt    ascii   \zuU
3206 0x0003417d 0x1003637d 5   6    .crt    ascii   tLK\tK
3207 0x0003418c 0x1003638c 4   6    .crt    utf8    \rϗco blocks=Basic Latin,Greek and Coptic
3208 0x000341ce 0x100363ce 7   8    .crt    ascii   j[<)ODv
3209 0x000341e6 0x100363e6 4   5    .crt    ascii   Pb'G
3210 0x000341ed 0x100363ed 4   5    .crt    ascii   %6}|
3211 0x000341f5 0x100363f5 4   5    .crt    ascii   \r;KE
3212 0x00034201 0x10036401 4   5    .crt    ascii   \aLP~
3213 0x00034228 0x10036428 5   6    .crt    ascii   1'vuH
3214 0x00034271 0x10036471 4   5    .crt    ascii   #ykZ
3215 0x00034276 0x10036476 4   5    .crt    ascii   _i-c
3216 0x00034293 0x10036493 7   9    .crt    utf8    Ò~ FG4\t blocks=Latin-1 Supplement,Basic Latin
3217 0x0003429f 0x1003649f 4   5    .crt    ascii   Hi8b
3218 0x000342fa 0x100364fa 5   6    .crt    ascii   #I>5W
3219 0x000343b0 0x100365b0 4   5    .crt    ascii   adKB
3220 0x000343cb 0x100365cb 4   6    .crt    utf8    eeӖ: blocks=Basic Latin,Cyrillic
3221 0x000343f1 0x100365f1 4   5    .crt    ascii   aX@)
3222 0x00034404 0x10036604 4   5    .crt    ascii   l{m|
3223 0x00034422 0x10036622 9   11   .crt    utf8    ZǪha>\a#Pt blocks=Basic Latin,Latin Extended-B
3224 0x0003446c 0x1003666c 6   7    .crt    ascii   0%V45s
3225 0x0003447b 0x1003667b 5   6    .crt    ascii   dl\b`@
3226 0x00034487 0x10036687 6   7    .crt    ascii   \\eq6U~
3227 0x000344ad 0x100366ad 6   8    .crt    utf8     1<3ǧG blocks=Basic Latin,Latin Extended-B
3228 0x000344b5 0x100366b5 4   5    .crt    ascii   DiA2
3229 0x000344d6 0x100366d6 8   9    .crt    ascii   p9V7K{Aa
3230 0x00034500 0x10036700 4   6    .crt    utf8    AJ-ٯ blocks=Basic Latin,Arabic
3231 0x00034527 0x10036727 4   5    .crt    ascii   YL\v~
3232 0x00034544 0x10036744 4   5    .crt    ascii   %<SV
3233 0x0003454b 0x1003674b 5   6    .crt    ascii   D2x:g
3234 0x00034558 0x10036758 4   5    .crt    ascii   !!Ij
3235 0x00034591 0x10036791 4   5    .crt    ascii   -Ljg
3236 0x000345ac 0x100367ac 5   6    .crt    ascii   Nc0?~
3237 0x000345de 0x100367de 4   5    .crt    ascii   c\rpT
3238 0x0003460f 0x1003680f 4   6    .crt    utf8    i^=ɷ blocks=Basic Latin,IPA Extensions
3239 0x00034627 0x10036827 4   5    .crt    ascii   T%Iy
3240 0x00034654 0x10036854 4   5    .crt    ascii   B_\nT
3241 0x00034678 0x10036878 5   6    .crt    ascii   h2)\b=
3242 0x000346c5 0x100368c5 5   6    .crt    ascii   _&&9W
3243 0x000346db 0x100368db 4   5    .crt    ascii   Fi8E
3244 0x00034743 0x10036943 7   8    .crt    ascii   qcgi_TC
3245 0x000347ae 0x100369ae 5   6    .crt    ascii   0Y@A\t
3246 0x000347b4 0x100369b4 8   9    .crt    ascii   azHYk(`x
3247 0x000347d7 0x100369d7 4   5    .crt    ascii   S{qX
3248 0x00034841 0x10036a41 5   6    .crt    ascii   t|~U0
3249 0x00034876 0x10036a76 6   7    .crt    ascii   <O259p
3250 0x000348ae 0x10036aae 11  12   .crt    ascii   60P@ [:RN}9
3251 0x000348c1 0x10036ac1 4   6    .crt    utf8    ӛv'B blocks=Cyrillic,Basic Latin
3252 0x000348c9 0x10036ac9 4   5    .crt    ascii   |G\r.
3253 0x000348d5 0x10036ad5 4   5    .crt    ascii   Zq/m
3254 0x000348da 0x10036ada 4   5    .crt    ascii   .J"n
3255 0x000348fa 0x10036afa 4   5    .crt    ascii   L#r<
3256 0x0003494d 0x10036b4d 6   7    .crt    ascii   "_bsE2
3257 0x000349df 0x10036bdf 4   5    .crt    ascii   x!/P
3258 0x000349ff 0x10036bff 4   6    .crt    utf8    \n>ģX blocks=Basic Latin,Latin Extended-A
3259 0x00034a10 0x10036c10 4   5    .crt    ascii   |{lR
3260 0x00034a26 0x10036c26 5   6    .crt    ascii   @I}\t/
3261 0x00034a45 0x10036c45 4   5    .crt    ascii   ~=Vo
3262 0x00034af6 0x10036cf6 4   6    .crt    utf8    -ɩEf blocks=Basic Latin,IPA Extensions
3263 0x00034b38 0x10036d38 4   6    .crt    utf8    $@0˹ blocks=Basic Latin,Spacing Modifier Letters
3264 0x00034b78 0x10036d78 5   7    .crt    utf8    Q-ø=Q blocks=Basic Latin,Latin-1 Supplement
3265 0x00034b95 0x10036d95 4   5    .crt    ascii   H]1P
3266 0x00034ba3 0x10036da3 4   8    .crt    utf8    ٵŌۦv blocks=Arabic,Latin Extended-A,Basic Latin
3267 0x00034be3 0x10036de3 4   5    .crt    ascii   _#\Y
3268 0x00034bef 0x10036def 7   10   .crt    utf8    &J\n(Xヾ, blocks=Basic Latin,Katakana
3269 0x00034cf3 0x10036ef3 4   5    .crt    ascii   (\rue
3270 0x00034d00 0x10036f00 4   5    .crt    ascii   LZ<f
3271 0x00034d05 0x10036f05 4   5    .crt    ascii   /QK(
3272 0x00034d0a 0x10036f0a 4   5    .crt    ascii   ,+/%
3273 0x00034d3e 0x10036f3e 4   6    .crt    utf8    ^I\eܾ blocks=Basic Latin,Syriac
3274 0x00034d48 0x10036f48 4   5    .crt    ascii   [f*G
3275 0x00034d4f 0x10036f4f 5   6    .crt    ascii   '\t41z
3276 0x00034d72 0x10036f72 6   7    .crt    ascii   m^4vA9
3277 0x00034d98 0x10036f98 6   7    .crt    ascii   ]GDoOZ
3278 0x00034da8 0x10036fa8 8   9    .crt    ascii   ?E"~W<})
3279 0x00034db2 0x10036fb2 4   5    .crt    ascii   .Wd"
3280 0x00034e22 0x10037022 6   7    .crt    ascii   N]LEJH
3281 0x00034e3f 0x1003703f 4   5    .crt    ascii   bm:n
3282 0x00034edf 0x100370df 4   5    .crt    ascii   \aq [
3283 0x00034f1a 0x1003711a 4   5    .crt    ascii   eH:\f
3284 0x00034f4d 0x1003714d 4   5    .crt    ascii   \bZqW
3285 0x00034f54 0x10037154 4   5    .crt    ascii   ?\nQF
3286 0x00034f6b 0x1003716b 4   5    .crt    ascii   ZMLH
3287 0x00034f92 0x10037192 4   5    .crt    ascii   \nS%u
3288 0x00035042 0x10037242 4   6    .crt    utf8    jU=н blocks=Basic Latin,Cyrillic
3289 0x000350f2 0x100372f2 4   5    .crt    ascii   \nS%u
3290 0x0003518e 0x1003738e 5   6    .crt    ascii   O\t8#o
3291 0x00035252 0x10037452 4   5    .crt    ascii   \nS%u
3292 0x000352f5 0x100374f5 4   6    .crt    utf8    bƄP9 blocks=Basic Latin,Latin Extended-B
3293 0x000353b2 0x100375b2 4   5    .crt    ascii   \nS%u
3294 0x0003544e 0x1003764e 4   5    .crt    ascii   O\te`
3295 0x000354eb 0x100376eb 4   5    .crt    ascii   [MLH
3296 0x00035512 0x10037712 4   5    .crt    ascii   \nS%u
3297 0x000355ae 0x100377ae 6   7    .crt    ascii   O\t5RVM
3298 0x000355c2 0x100377c2 4   6    .crt    utf8    jD=н blocks=Basic Latin,Cyrillic
3299 0x0003564b 0x1003784b 4   5    .crt    ascii   MMLH
3300 0x00035672 0x10037872 4   5    .crt    ascii   \nS%u
3301 0x00035722 0x10037922 4   6    .crt    utf8    j\n=н blocks=Basic Latin,Cyrillic
3302 0x000357aa 0x100379aa 5   6    .crt    ascii   \aHMLH
3303 0x000357d2 0x100379d2 4   5    .crt    ascii   \nS%u
3304 0x0003586e 0x10037a6e 8   10   .crt    utf8    O\t\6NL\+
3305 0x00035882 0x10037a82 4   6    .crt    utf8    jW=н blocks=Basic Latin,Cyrillic
3306 0x00035932 0x10037b32 4   5    .crt    ascii   \nS%u
3307 0x000359c4 0x10037bc4 6   10   .crt    utf8    <J<Rש blocks=Basic Latin,Hebrew,Private Use Area
3308 0x000359d1 0x10037bd1 6   7    .crt    ascii   8:kdur
3309 0x00035a74 0x10037c74 5   7    .crt    utf8    Gxm.ي blocks=Basic Latin,Arabic
3310 0x00035a92 0x10037c92 4   5    .crt    ascii   \nS%u
3311 0x00035bcb 0x10037dcb 4   5    .crt    ascii   6MLH
3312 0x00035bf2 0x10037df2 4   5    .crt    ascii   \nS%u
3313 0x00035d52 0x10037f52 4   5    .crt    ascii   \nS%u
3314 0x00035df1 0x10037ff1 5   6    .crt    ascii   K9F\r9
3315 0x00035e8a 0x1003808a 5   6    .crt    ascii   !FMLH
3316 0x00035e9c 0x1003809c 4   5    .crt    ascii   weF,
3317 0x00035eb2 0x100380b2 4   5    .crt    ascii   \nS%u
3318 0x00035f46 0x10038146 4   8    .crt    utf8    SMש blocks=Basic Latin,Hebrew,Private Use Area
3319 0x00036012 0x10038212 4   5    .crt    ascii   \nS%u
3320 0x0003614a 0x1003834a 5   6    .crt    ascii   CnMLH
3321 0x00036172 0x10038372 4   5    .crt    ascii   \nS%u
3322 0x0003621e 0x1003841e 4   6    .crt    utf8    Y \rj blocks=Basic Latin,Latin-1 Supplement
3323 0x000362d2 0x100384d2 4   5    .crt    ascii   \nS%u
3324 0x00036382 0x10038582 4   6    .crt    utf8    j2=н blocks=Basic Latin,Cyrillic
3325 0x0003640a 0x1003860a 5   6    .crt    ascii    9MLH
3326 0x00036432 0x10038632 4   5    .crt    ascii   \nS%u
3327 0x000364c1 0x100386c1 4   6    .crt    utf8    >IŴ\e blocks=Basic Latin,Latin Extended-A
3328 0x0003656b 0x1003876b 4   5    .crt    ascii   4MLH
3329 0x00036592 0x10038792 4   5    .crt    ascii   \nS%u
3330 0x000366c8 0x100388c8 7   8    .crt    ascii   Z\v0\nMLH
3331 0x000366eb 0x100388eb 5   6    .crt    ascii   0pcz%
3332 0x000366f2 0x100388f2 4   5    .crt    ascii   \nS%u
3333 0x00036834 0x10038a34 5   7    .crt    utf8    ?)X/ي blocks=Basic Latin,Arabic
3334 0x00036852 0x10038a52 4   5    .crt    ascii   \nS%u
3335 0x0003698b 0x10038b8b 4   5    .crt    ascii   \aMLH
3336 0x000369b2 0x10038bb2 4   5    .crt    ascii   \nS%u
3337 0x00036a4e 0x10038c4e 4   5    .crt    ascii   O\t4%
3338 0x00036a62 0x10038c62 4   6    .crt    utf8    j\f=н blocks=Basic Latin,Cyrillic
3339 0x00036ae2 0x10038ce2 4   5    .crt    ascii   Q`Q\a
3340 0x00036ae9 0x10038ce9 6   7    .crt    ascii   5%{MLH
3341 0x00036b0b 0x10038d0b 4   5    .crt    ascii   0^a~
3342 0x00036b12 0x10038d12 4   5    .crt    ascii   \nS%u
3343 0x00036bbe 0x10038dbe 7   10   .crt    utf8    YڠIj_=н blocks=Basic Latin,Arabic,Cyrillic
3344 0x00036c55 0x10038e55 4   6    .crt    utf8    sd#ي blocks=Basic Latin,Arabic
3345 0x00036c72 0x10038e72 4   5    .crt    ascii   \nS%u
3346 0x00036d17 0x10038f17 4   7    .crt    utf8    P߈͡\v blocks=Basic Latin,NKo,Combining Diacritical Marks
3347 0x00036d21 0x10038f21 5   7    .crt    utf8    ~jF=н blocks=Basic Latin,Cyrillic
3348 0x00036dd2 0x10038fd2 4   5    .crt    ascii   \nS%u
3349 0x00036e72 0x10039072 4   5    .crt    ascii   Q0bo
3350 0x00036f0b 0x1003910b 4   5    .crt    ascii   'MLH
3351 0x00036f32 0x10039132 4   5    .crt    ascii   \nS%u
3352 0x00037092 0x10039292 4   5    .crt    ascii   \nS%u
3353 0x00037142 0x10039342 4   6    .crt    utf8    jA=н blocks=Basic Latin,Cyrillic
3354 0x00037266 0x1003c066 15  32   .rsrc   utf16le VS_VERSION_INFO
3355 0x000372c2 0x1003c0c2 14  30   .rsrc   utf16le StringFileInfo
3356 0x000372e6 0x1003c0e6 8   18   .rsrc   utf16le 000004b0
3357 0x000372fe 0x1003c0fe 11  24   .rsrc   utf16le CompanyName
3358 0x00037318 0x1003c118 18  38   .rsrc   utf16le Oracle Corporation
3359 0x00037346 0x1003c146 15  32   .rsrc   utf16le FileDescription
3360 0x00037368 0x1003c168 27  56   .rsrc   utf16le Java(TM) Platform SE binary
3361 0x000373a6 0x1003c1a6 11  24   .rsrc   utf16le FileVersion
3362 0x000373c0 0x1003c1c0 11  24   .rsrc   utf16le 3.0.0000.00
3363 0x000373de 0x1003c1de 12  26   .rsrc   utf16le Full Version
3364 0x000373f8 0x1003c1f8 13  28   .rsrc   utf16le 3.0.0_000-b00
3365 0x0003741a 0x1003c21a 12  26   .rsrc   utf16le InternalName
3366 0x00037434 0x1003c234 6   14   .rsrc   utf16le u2tnat
3367 0x0003744a 0x1003c24a 14  30   .rsrc   utf16le LegalCopyright
3368 0x00037468 0x1003c268 10  21   .rsrc   utf16le Copyright 
3369 0x0003747e 0x1003c27e 5   12   .rsrc   utf16le  2018
3370 0x00037492 0x1003c292 16  34   .rsrc   utf16le OriginalFilename
3371 0x000374b4 0x1003c2b4 10  22   .rsrc   utf16le u2tnat.dll
3372 0x000374d2 0x1003c2d2 11  24   .rsrc   utf16le ProductName
3373 0x000374ec 0x1003c2ec 22  46   .rsrc   utf16le Uetn(TN) Tedraeho DD 8
3374 0x00037522 0x1003c322 14  30   .rsrc   utf16le ProductVersion
3375 0x00037540 0x1003c340 11  24   .rsrc   utf16le 3.0.0000.00
3376 0x00037560 0x1003c360 10  22   .rsrc   utf16le arFileInfo
3377 0x0003757e 0x1003c37e 11  24   .rsrc   utf16le Translation
3378 0x00037678 0x1003d078 4   5    .reloc  ascii   )0 1
3379 0x0003767d 0x1003d07d 7   8    .reloc  ascii   7!9_;v;
3380 0x0003768c 0x1003d08c 10  11   .reloc  ascii   !141E1N1W1
3381 0x0003769b 0x1003d09b 5   6    .reloc  ascii   3R3X3
3382 0x000376a1 0x1003d0a1 5   6    .reloc  ascii   3W;2>
3383 0x000376b0 0x1003d0b0 4   5    .reloc  ascii   p2w3
3384 0x000376b7 0x1003d0b7 11  12   .reloc  ascii   3d5j5p5v5|5
3385 0x00037705 0x1003d105 5   6    .reloc  ascii   2\b2\f2
3386 0x0003770d 0x1003d10d 21  22   .reloc  ascii   2X2\2`2d2h2l2p2t2x2|2
3387 0x00037749 0x1003d149 5   6    .reloc  ascii   3\b3\f3
3388 0x00037755 0x1003d155 45  46   .reloc  ascii   3 3$3(3,3034383<3@3D3H3L3P3T3X3\3`3d3h3l3p3t3
3389 0x000377a9 0x1003d1a9 5   6    .reloc  ascii   4\b4\f4
3390 0x000377b5 0x1003d1b5 21  22   .reloc  ascii   4$4\4`4d4h4l4p4t4x4|4
3391 0x000377f9 0x1003d1f9 49  50   .reloc  ascii   5 5$5(5,5054585<5@5D5H5L5P5T5X5\5`5d5h5l5p5t5x5|5
3392 0x00037851 0x1003d251 5   6    .reloc  ascii   6\b6\f6
3393 0x0003785d 0x1003d25d 17  18   .reloc  ascii   6 6$6(6,60646x6|6
3394 0x000378a1 0x1003d2a1 49  50   .reloc  ascii   7 7$7(7,7074787<7@7D7H7L7P7T7X7\7`7d7h7l7p7t7x7|7
3395 0x000378f5 0x1003d2f5 5   6    .reloc  ascii   8\b8\f8
3396 0x00037901 0x1003d301 21  22   .reloc  ascii   8 8$8(8,8084888<8D8|8
3397 0x00037951 0x1003d351 37  38   .reloc  ascii   889<9@9D9H9L9P9T9X9\9`9d9h9l9p9t9x9|9
3398 0x0003799d 0x1003d39d 5   6    .reloc  ascii   :\b:\f:
3399 0x000379a9 0x1003d3a9 29  30   .reloc  ascii   : :$:(:,:0:4:8:<:@:D:H:L:P:T:
3400 0x000379fb 0x1003d3fb 35  36   .reloc  ascii   ;<;@;D;H;L;P;T;X;\;`;d;h;l;p;t;x;|;
3401 0x00037a41 0x1003d441 5   6    .reloc  ascii   <\b<\f<
3402 0x00037a4d 0x1003d44d 35  36   .reloc  ascii   < <$<(<,<0<4<8<<<@<D<H<L<P<T<X<\<d<
3403 0x00037aa5 0x1003d4a5 5   6    .reloc  ascii   =\b=\f=
3404 0x00037aad 0x1003d4ad 21  22   .reloc  ascii   =X=\=`=d=h=l=p=t=x=|=
3405 0x00037ae9 0x1003d4e9 5   6    .reloc  ascii   >\b>\f>
3406 0x00037af5 0x1003d4f5 45  46   .reloc  ascii   > >$>(>,>0>4>8><>@>D>H>L>P>T>X>\>`>d>h>l>p>t>
3407 0x00037b49 0x1003d549 5   6    .reloc  ascii   ?\b?\f?
3408 0x00037b55 0x1003d555 21  22   .reloc  ascii   ?$?\?`?d?h?l?p?t?x?|?
3409 0x00037ba3 0x1003d5a3 49  50   .reloc  ascii   0 0$0(0,0004080<0@0D0H0L0P0T0X0\0`0d0h0l0p0t0x0|0
3410 0x00037bfb 0x1003d5fb 5   6    .reloc  ascii   1\b1\f1
3411 0x00037c07 0x1003d607 17  18   .reloc  ascii   1 1$1(1,10141x1|1
3412 0x00037c4b 0x1003d64b 49  50   .reloc  ascii   2 2$2(2,2024282<2@2D2H2L2P2T2X2\2`2d2h2l2p2t2x2|2
3413 0x00037c9f 0x1003d69f 5   6    .reloc  ascii   3\b3\f3
3414 0x00037cab 0x1003d6ab 21  22   .reloc  ascii   3 3$3(3,3034383<3D3|3
3415 0x00037cfb 0x1003d6fb 37  38   .reloc  ascii   384<4@4D4H4L4P4T4X4\4`4d4h4l4p4t4x4|4
3416 0x00037d47 0x1003d747 5   6    .reloc  ascii   5\b5\f5
3417 0x00037d53 0x1003d753 29  30   .reloc  ascii   5 5$5(5,5054585<5@5D5H5L5P5T5
3418 0x00037da5 0x1003d7a5 35  36   .reloc  ascii   6<6@6D6H6L6P6T6X6\6`6d6h6l6p6t6x6|6
3419 0x00037deb 0x1003d7eb 5   6    .reloc  ascii   7\b7\f7
3420 0x00037df7 0x1003d7f7 35  36   .reloc  ascii   7 7$7(7,7074787<7@7D7H7L7P7T7X7\7d7
3421 0x00037e4f 0x1003d84f 5   6    .reloc  ascii   8\b8\f8
3422 0x00037e57 0x1003d857 21  22   .reloc  ascii   8X8\8`8d8h8l8p8t8x8|8
3423 0x00037e93 0x1003d893 5   6    .reloc  ascii   9\b9\f9
3424 0x00037e9f 0x1003d89f 45  46   .reloc  ascii   9 9$9(9,9094989<9@9D9H9L9P9T9X9\9`9d9h9l9p9t9
3425 0x00037ef3 0x1003d8f3 5   6    .reloc  ascii   :\b:\f:
3426 0x00037eff 0x1003d8ff 21  22   .reloc  ascii   :$:\:`:d:h:l:p:t:x:|:
3427 0x00037f43 0x1003d943 49  50   .reloc  ascii   ; ;$;(;,;0;4;8;<;@;D;H;L;P;T;X;\;`;d;h;l;p;t;x;|;
